Description,Location,Price,Bedrooms,Bathrooms,Floor Area,Land Area,Latitude,Longitude
"2BR Single Attached House and Lot for Sale in Cabanatuan, Nueva Ecija at Ajoya Cabanatuan","Valle Cruz, Cabanatuan",3957188,2,2,75,135,15.4799841,120.9920413
"3 Bedrooms with Balcony for Sale in Alta Eminenza San Jose Del Monte, Bulacan","Bayani Rd, 3023 San Jose del Monte, Philippines Tungkong Mangga, San Jose del Monte",5295000,3,1,102,63,,
2 Bedroom Single Attached at Mirasville Malasiqui,"Banawang, Malasiqui",2250000,2,1,56,54,15.922827,120.4243958
"3BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara 121sqm","MacArthur Hwy Anonas, Urdaneta",6079000,3,2,66,121,16.0015834,120.5760561
"3BR SD House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara w/ CB 142sqm","MacArthur Hwy Anonas, Urdaneta",8271000,3,2,66,142,16.0015834,120.5760561
"BTS 3BR SD House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara 117sqm","MacArthur Hwy Anonas, Urdaneta",8158000,3,2,66,117,16.0015834,120.5760561
"3BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara w/ CB 121sqm","MacArthur Hwy Anonas, Urdaneta",7474000,3,2,66,121,16.0015834,120.5760561
"Futura Homes San Pedro | 3BR Iris House and Lot for Sale in San Pedro, Laguna | Futura by Filinvest","San Vicente Rd. San Vicente, San Pedro",10152900,3,2,,150,14.3556159,121.0479804
"4BR SD House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Dani w/ CB 157sqm","MacArthur Hwy Anonas, Urdaneta",9431000,4,3,83,157,16.0015834,120.5760561
"For Sale 4BR House and Lot in Urdaneta, Pangasinan at Camella Urdaneta | Dana 110sqm","MacArthur Hwy Anonas, Urdaneta",6928000,4,3,85,110,16.0015834,120.5760561
"5BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Freya 154sqm","MacArthur Hwy Anonas, Urdaneta",10653000,5,3,142,154,16.0015834,120.5760561
"5BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Freya 132sqm","MacArthur Hwy Anonas, Urdaneta",9987000,5,3,142,132,16.0015834,120.5760561
"5BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Ella 145sqm","MacArthur Hwy Anonas, Urdaneta",7755000,5,3,100,145,16.0015834,120.5760561
"5BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Greta 154sqm","MacArthur Hwy Anonas, Urdaneta",11576000,5,3,166,154,16.0015834,120.5760561
"5BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Freya 133sqm","MacArthur Hwy Anonas, Urdaneta",10022000,5,3,142,133,16.0015834,120.5760561
"Valle Dulce | 1BR Bernice SA House and Lot for Sale in Calamba, Laguna | Futura by Filinvest","Pueblo Solana, Ciudad de Calamba Bubuyan, Calamba",1740000,1,1,29.16,70,14.1667422,121.1063562
"RFO 3BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara 89sqm","MacArthur Hwy Anonas, Urdaneta",5465000,3,2,66,89,16.0015834,120.5760561
"3BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara w/ CB 125sqm","MacArthur Hwy Anonas, Urdaneta",7685000,3,2,66,125,16.0015834,120.5760561
"3BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara w/ CB 101sqm","MacArthur Hwy Anonas, Urdaneta",6796000,3,2,66,101,16.0015834,120.5760561
"3BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara w/ CB 100sqm","MacArthur Hwy Anonas, Urdaneta",6762000,3,2,66,100,16.0015834,120.5760561
"3BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara 100sqm","MacArthur Hwy Anonas, Urdaneta",6007000,3,2,66,100,16.0015834,120.5760561
"4BR SD House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Dani w/ CB 174sqm","MacArthur Hwy Anonas, Urdaneta",10017000,4,3,83,174,16.0015834,120.5760561
"4BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Dana 246sqm","MacArthur Hwy Anonas, Urdaneta",9671000,4,3,85,246,16.0015834,120.5760561
"4BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Dana 110sqm","MacArthur Hwy Anonas, Urdaneta",8259000,4,3,85,110,16.0015834,120.5760561
"4BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Dana 99sqm","MacArthur Hwy Anonas, Urdaneta",7820000,4,3,85,99,16.0015834,120.5760561
"44 sqm House and lot for sale in Bloomfield Terraces, Morong, Rizal | PAG-IBIG","Morong, Calabarzon, Philippines Morong",1600000,2,1,44,36,,
"5BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Greta 168sqm","MacArthur Hwy Anonas, Urdaneta",12160000,5,3,166,168,16.0015834,120.5760561
"4BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Dana 121sqm","MacArthur Hwy Anonas, Urdaneta",6721000,4,3,85,121,16.0015834,120.5760561
"4BR SD House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Dani w/ CB 172sqm","MacArthur Hwy Anonas, Urdaneta",9948000,4,3,83,172,16.0015834,120.5760561
"4BR SD House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Dani w/ CB 142sqm","MacArthur Hwy Anonas, Urdaneta",8914000,4,3,83,142,16.0015834,120.5760561
"4BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Dani w/ CB 130sqm","MacArthur Hwy Anonas, Urdaneta",8500000,4,3,83,130,16.0015834,120.5760561
"5BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Ella 246sqm","MacArthur Hwy Anonas, Urdaneta",10050000,5,3,100,246,16.0015834,120.5760561
"3BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara 110sqm","MacArthur Hwy Anonas, Urdaneta",7617000,3,2,66,110,16.0015834,120.5760561
"3BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara 96sqm","MacArthur Hwy Anonas, Urdaneta",5896000,3,2,66,96,16.0015834,120.5760561
"3BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara w/ CB 157sqm","MacArthur Hwy Anonas, Urdaneta",8788000,3,2,66,157,16.0015834,120.5760561
"3BR SD House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara w/ CB 172sqm","MacArthur Hwy Anonas, Urdaneta",9306000,3,2,66,172,16.0015834,120.5760561
"3BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara w/ CB 153sqm","MacArthur Hwy Anonas, Urdaneta",8558000,3,2,66,153,16.0015834,120.5760561
"3BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara 246sqm","MacArthur Hwy Anonas, Urdaneta",9029000,3,2,66,246,16.0015834,120.5760561
"RFO 2BR Townhouse for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Margarita EU","MacArthur Hwy Anonas, Urdaneta",4219000,2,1,46,56,16.0015834,120.5760561
"4BR SD House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Dani w/ CB 141sqm","MacArthur Hwy Anonas, Urdaneta",8879000,4,3,83,141,16.0015834,120.5760561
"RFO 2BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Ezabelle 63sqm","MacArthur Hwy Anonas, Urdaneta",4948000,2,1,46,63,16.0015834,120.5760561
"BTS 5BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Greta 174sqm","MacArthur Hwy Anonas, Urdaneta",13459000,5,3,166,174,16.0015834,120.5760561
"5BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Freya 143sqm","MacArthur Hwy Anonas, Urdaneta",10367000,5,3,142,143,16.0015834,120.5760561
"BTS 5BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Freya 157sqm","MacArthur Hwy Anonas, Urdaneta",11940000,5,3,142,157,16.0015834,120.5760561
"4BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Dani w/ CB 158sqm","MacArthur Hwy Anonas, Urdaneta",9370000,4,3,83,158,16.0015834,120.5760561
"4BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Dani w/ CB 121sqm","MacArthur Hwy Anonas, Urdaneta",8116000,4,3,83,121,16.0015834,120.5760561
"3BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara w/ CB 130sqm","MacArthur Hwy Anonas, Urdaneta",7857000,3,2,66,130,16.0015834,120.5760561
"3BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara w/ CB 99sqm","MacArthur Hwy Anonas, Urdaneta",6728000,3,2,66,99,16.0015834,120.5760561
"3BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara w/ CB 140sqm","MacArthur Hwy Anonas, Urdaneta",8202000,3,2,66,140,16.0015834,120.5760561
"BTS 5BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Freya 143sqm","MacArthur Hwy Anonas, Urdaneta",11286000,5,3,142,143,16.0015834,120.5760561
"5BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Greta 174sqm","MacArthur Hwy Anonas, Urdaneta",11483000,5,3,166,174,16.0015834,120.5760561
"5BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Freya 161sqm","MacArthur Hwy Anonas, Urdaneta",10987000,5,3,142,161,16.0015834,120.5760561
"4BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Dani w/ CB 140sqm","MacArthur Hwy Anonas, Urdaneta",8845000,4,3,83,140,16.0015834,120.5760561
"4BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Dani w/ CB 125sqm","MacArthur Hwy Anonas, Urdaneta",8328000,4,3,83,125,16.0015834,120.5760561
"BTS 2BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Ezabelle 63sqm","MacArthur Hwy Anonas, Urdaneta",4998000,2,1,46,63,16.0015834,120.5760561
"Brand New Modern 3 Storey House and Lot In BF Resort Village, Las Piñas City","Almanza Dos, Las Pinas",24300000,4,5,338,196,14.42473245,121.0145735
"Affordable House and Lot For Sale near Ayala Alabang, Muntinlupa City","Alabang, Muntinlupa",10840000,3,3,140,240,14.4185637,121.0447216
Rush Resale House and Lot In Nuvali Below Market Price Avida Woodhill Settings,"Canlubang, Calamba",6800000,2,1,52,130,14.2160319,121.1080378
"4 Bedroom Bungalow House For Sale in Sun Valley, Parañaque City","Sun Valley, Paranaque",19500000,4,4,250,430,14.4888415,121.0325173
San Miguel Village Makati City 4 Bedroom House and Lot for Sale,"San Miguel Village, Makati",78000000,4,2,300,325,14.56726465,121.0255189
A Modern Resort Inspired Townhomes Community in Antipolo City,"San Roque, Antipolo",6503750,3,3,103,60,14.5840694,121.1731457
"Corner Commercial House & Lot for sale in Mansasa, Tagbilaran City","CPG Avenue cor Katipunan Street Mansasa, Tagbilaran",40000000,10,8,,1574,,
"Gorgeous House and Lot For Sale in Fairview, Quezon City, Metro Manila","Neopolitan, Fairview, Quezon City Fairview, Quezon City",45000000,6,6,600,600,14.7158481,121.0590995
"House & Lot with Ocean and Mountain View for sale in Santa Maria, Ilocos Sur","Lingsat, Santa Maria",6500000,3,2,194,746,,
Brand New Tagaytay Midlands House Overlooking Taal,"Quiling, Talisay",69000000,3,4,370,807,14.0944452,121.038303
"For Sale: 4 Bedroom House and Lot in Villagio di Xavier, Biñan, Laguna","Villagio di Xavier Prima Casa , Binan, Laguna Mampalasan, Binan",8700000,4,4,100,140,,
FOR SALE: Brand New Premium Duplex Near Bonifacio Global City,"Afpovai, Western Bicutan, Taguig City Western Bicutan, Taguig",55000000,4,4,410,200,14.52716115,121.0397711
"For Sale: 5 Bedroom House and Lot for Sale in Ayala Alabang Village, Muntinlupa!","Ayala Alabang, Muntinlupa",139250000,5,5,337,557,14.4226096,121.0269407
2-Storey House & Lot for Sale in Villas Magallanes Subdivision,"Villa Magallanes Subdivision Agus, Lapu Lapu City Agus, Lapu-Lapu",15000000,3,,280,150,,
“The Zen Oasis” 5 bedroom for sale,"Tali Beach Balagtas, Batangas City",200000000,5,5,700,804,,
Treveia House For Sale,Calamba,30000000,4,4,302,250,14.2060217,121.1556496
"Newly Renovated House and Lot in Capitol Hills Golf Subdivision, Quezon City","Matandang Balara, Quezon City",85000000,4,5,474,448,14.6716797,121.0745345
"5-Bedroom House & Lot for Sale in Bel-Air 3 Village, Makati City","Bel-Air, Makati",268000000,5,4,,665,14.5620342,121.0280944
Townhouse in Scout Area,"Scout Area Diliman, Quezon City",35530000,3,4,201,104,14.6361294,121.0335841
"Pre-selling Duplex House (Twinhomes) for sale at Tanza, Cavite","Halayhay, Tanza",4032000,3,2,55,80,14.3740113,120.8122706
AYALA PLANTAZIONNE VERDANA HOMES,"Zone 15, Talisay",19500000,4,5,400,352,10.72130145,122.9671921
"3 Bedroom House for Sale with Spacious Lot in Angeles City, Pampanga","Pulung Maragul, Angeles",11000000,3,2,,300,15.1618484,120.6076683
"Dana Model House For Sale at Camella Sierra, Antipolo City, Rizal","Dalig, Antipolo",,4,3,85,99,14.5730447,121.1864717
4 Bedroom Brand New Single Detached House for Sale in Dasmariñas Cavite,"Paliparan I, Dasmarinas",9150000,4,3,187,132,14.3195033,120.9853985
"For Sale RFO & Fully Furnished House & Lot Along Daanghari, Las Piñas City","Almanza Dos, Las Pinas",37150000,3,3,208,240,14.42473245,121.0145735
"Duplex for Sale in Pilar Village, Las Piñas City, Metro Manila","Pilar, Las Pinas",9800000,3,3,180,120,14.4252635,121.0058656
"Affordable Elegant House and Lot For Sale in Fleur De Lis Village, Tuguegarao","Fluer De Lis Village Larion Alto, Tuguegarao",4400000,3,2,110,201,,
"4 Bedroom House for Sale in Ayala Westgrove Heights with Amazing Views, Silang","Inchican, Silang",89000000,4,4,600,396,14.2510549,121.0527366
FOR SALE: 5 Bedroom Two Storey House in San Fernando City near SM Telabastagan,"Exclusive Subdivision near SM Telabastagan Telabastagan, San Fernando",16900000,5,4,315,240,,
House for Sale in Avina Model At Sentrina Alaminos Laguna,"Blk 1 Lot 20 Sentrina Alaminos Brgy.San Benito,Alaminos,Laguna Along Maharlika National Highway San Benito, Alaminos",4307299,3,2,85,89,,
"For Sale 2 Storey with balcony, 2BR ; 1 MBR ; 1Extra Room Living, Dasmariñas","Governor's Dr, 4114 Dasmarinas, Philippines Paliparan II, Dasmarinas",10646000,4,3,115,121,,
"RFO 2 Bedrooms Mid Unit Townhouse with Carport for Sale in Pandi, Bulacan","Sta. Maria-Pandi Rd, Pandi, Philippines Poblacion, Pandi",2265619,2,1,40,44,,
"2 Storey Single Detached House and Lot For Sale in Dasmariñas, Cavite","Sampaloc II, Dasmarinas",10900000,3,4,103,168,14.2875141,120.9601214
Futura Homes House and Lot for Sale in San Pedro Laguna,"San Pedro, San Pablo",10125900,3,2,100,212,14.5823408,121.1180438
"For Sale RFO Chateau Townhouse w/ Individual T&B, 1 Maids Room, Las Piñas","Almanza Dos, Las Pinas",22683000,3,3,161,120,14.42473245,121.0145735
Brand New Semi-Furnished Italian 5 BR House Near Alabang,"Molino III, Bacoor",15000000,5,3,174,160,14.3981725,120.9782219
"For Sale: Modern House and Lot in Royale Tagaytay Estates, Cavite","Royale Tagaytay Estates, Cavite Buck Estate, Alfonso",,4,4,280,317,14.0835035,120.8608163
"3 Bedrooms ; 2 T&B ; Carport and Balcony For Sale, Dasmariñas","Paliparan II, Dasmarinas",9913000,3,2,98,121,14.3026914,120.993435
"2 Storey ; 5BR ; 3 T&B ; Carport and Balcony with porch For Sale, Dasmariñas","Governor's Dr, 4114 Dasmarinas, Philippines Paliparan II, Dasmarinas",14906000,5,3,166,169,,
"2-Storey Single Firewall, 2 Bedrooms, 2 Toilet & baths For Sale, Dasmariñas","Governor's Dr, 4114 Dasmarinas, Philippines Paliparan II, Dasmarinas",7093000,2,2,53,99,,
"Beachfront Vacation House for Sale Located at Dumanjug City, Cebu","Calaboon, Dumanjug",50000000,4,5,,1000,10.0563276,123.421241
"Modern Design House & Lot for Sale in Mondo Bambini, Biñan, Laguna","Binan, Binan",11500000,3,2,118,90,14.331387,121.081196
"For Sale: Modern Townhouse, Alora Series at Phirst Park Homes Calauan, Laguna","Phirst Park Homes Calauan, Laguna, Philippines Masiit, Calauan",,1,1,41,36,,
"House for Sale in Llano Subdivision, Caloocan City","Llano Road Llano, Caloocan",4500000,3,2,77,80,14.7325955,121.0124192
"Duplex House For Sale in Las Piñas Pamplona 3 near Alabang, 5 Bedroom w/ Garden","Pamplona Tres, Las Pinas",,5,4,160,91.5,14.4498228,120.9782887
"3 BR Townhouse RFO Unit for Sale in Porac, Pampanga","Manibaug Paralaya, Porac",2294060,3,1,62.5,50,15.1155432,120.5660517
"For Sale: 3 Bedroom 2 story single attached house and lot in Carmona, Cavite","Stone Bridge Estates Mabuhay, Carmona",5001920,3,2,85,80,,
"For Sale: 5 Bedroom Townhouse Unit in West Avenue, Quezon City","Diliman, Quezon City",42500000,5,5,500,126,14.6361294,121.0335841
"Brand New 5 Bedroom House and Lot near Alabang, Bacoor, Cavite","Citta Italia Roma, Bacoor Cavite Molino III, Bacoor",13500000,5,3,174,160,,
"3 Bedroom modern Townhouse for Sale along Arnaldo Hway, Gen Trias, Cavite|Hanna","Santiago, General Trias, Calabarzon, Philippines Santiago, General Trias",4000000,3,2,54,80,,
"2 Bedroom House and Lot for Sale in Lipa City, Batangas","PHirst Park Homes Lipa Cove, San Lucas, Lipa, Batangas, Philippines San Lucas, Lipa",1660120,2,1,36,40,,
"For Sale 2 Storey with Balcony and Carport ; 5BR ; 2T&B ; 1MT&B, Dasmariñas","Governor's Dr, 4114 Dasmarinas, Philippines Paliparan II, Dasmarinas",14371000,5,3,142,168,,
Exclusive House and Lot for Sale at Brizlane Residences Tandang Sora Quezon City,"Cenacle Rd, 1128 Quezon City, Philippines Culiat, Quezon City",19495000,5,4,312,94,,
Exclusive House and Lot for Sale at Brizlane Residences Tandang Sora Quezon City,"Cenacle Rd, 1128 Quezon City, Philippines Culiat, Quezon City",19495000,5,4,312,94,,
New House and Lot For Sale in Enclave Alabang near Ayala Alabang in Las Piñas,"Almanza Dos, Las Pinas",150000000,3,4,600,375,14.42473245,121.0145735
"For Sale 4 Bedroom Townhouse with Roof Deck in Mahogany Place 3, Taguig City","Bambang, Taguig",35000000,4,2,310,105,14.525747,121.0729149
"For Sale House and Lot Filinvest Cainta Rizal, 4 Bedroom + 2 Garage, Promo Price","San Isidro, Cainta",13900000,4,4,143,182,14.6092561,121.1106377
"For Sale : Brand New Modern House in Mckinley Hill Village, Taguig!","McKinley Hill, Taguig",,5,6,642,288,14.5330489,121.0524293
295 sqm House and Lot Glades Timberland San Mateo near Quezon City,"Silangan, San Mateo",19100000,3,3,113,295,14.6576399,121.1509096
3 BR HOUSE AND LOT IN FRONT OF SPRING RESORT! INSTALLMENT,"Buenavista, Pagadian City, Zamboanga Peninsula, Philippines Buenavista, Pagadian",300000,3,2,80,100,,
Near SLEX 3 Bedroom Pag-ibig House Sale Stonebridge Carmona Cavite,"Mabuhay, Carmona",5679520,3,2,90,88,14.3108588,121.0497434
"For Sale 2BR Corner House Angelo Unit in Granville 3, Catalunan Pequeño, Davao","Catalunan Pequeno, Davao",1500000,2,1,30,77,7.0754348,125.520254
"For sale: 5 bedroom House in San Luis, Baguio City","San Luis Village, Baguio City, Cordillera Administrative Region, Philippines San Luis Village, Baguio",10000000,5,3,,250,,
Townhouse Modern Design In Antipolo Near Robinson's Mall,"San Isidro, Antipolo",5973000,3,2,64,60,14.5898029,121.1819903
READY FOR OCCUPANCY 4- bedroom single house and lot for sale in Cebu City,"Bacayan, Cebu",10500000,4,3,199,143,10.3869569,123.921265
Pre Selling House and Lot at Parklane Settings Vermosa in Imus Cavite,"Brgy Pasong Buaya II Imus Cavite Daang Hari Pasong Buaya II, Imus",11598000,3,2,67,132,,
Beautiful 5 Beds | 5 Baths Luxury Residential Home For Sale in Insular Village,"Pampanga, Davao",,,5,623,1128,7.1190572,125.6486787
Industrial-inspired 2 Bedrooms House and Lot,"Tuyo, Balanga",2900000,2,1,40,66,14.6946092,120.5376797
House and Lot for Sale with Golf Course View in Silang Cavite near Tagaytay,Silang,16800000,3,3,165,119,14.223624,120.9741497
"Modern Contemporary House for Sale in Angeles City, Pampanga","Capaya, Angeles",12000000,4,4,180,120,15.1407207,120.6262827
"For Sale Mountain House with Overlooking Views & Pool - Minglanilla, Cebu","Pakigne, Minglanilla",13600000,3,3,318,1200,10.2603822,123.797739
"For Sale:5BR |Modern Furnished 2-Storey House w/ Roof Deck & Garden,San Fernando","San Fernando Pampanga Telabastagan, San Fernando",29900000,5,5,650,540,15.10154975,120.6215423
