Symbol,Name,Sector,industry
MIY,"Blackrock MuniYield Michigan Quality Fund, Inc.",n/a,n/a
MJCO,Majesco,Technology,Computer Software: Prepackaged Software
MKC,"McCormick & Company, Incorporated",Consumer Non-Durables,Packaged Foods
MKC.V,"McCormick & Company, Incorporated",Consumer Non-Durables,Packaged Foods
MKD,Molecular Data Inc.,Miscellaneous,Business Services
MKGI,"Monaker Group, Inc.",Consumer Services,Transportation Services
MKL,Markel Corporation,Finance,Property-Casualty Insurers
MKSI,"MKS Instruments, Inc.",Capital Goods,Industrial Machinery/Components
MKTX,"MarketAxess Holdings, Inc.",Finance,Investment Bankers/Brokers/Service
MLAB,"Mesa Laboratories, Inc.",Capital Goods,Industrial Machinery/Components
MLCO,Melco Resorts & Entertainment Limited,Consumer Services,Hotels/Resorts
MLHR,"Herman Miller, Inc.",Consumer Durables,Office Equipment/Supplies/Services
MLI,"Mueller Industries, Inc.",Capital Goods,Metal Fabrications
MLM,"Martin Marietta Materials, Inc.",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
MLND,"Millendo Therapeutics, Inc. ",Health Care,Major Pharmaceuticals
MLP,"Maui Land & Pineapple Company, Inc.",Finance,Real Estate
MLR,"Miller Industries, Inc.",Capital Goods,Construction/Ag Equipment/Trucks
MLSS,"Milestone Scientific, Inc.",Health Care,Industrial Specialties
MLVF,"Malvern Bancorp, Inc.",Finance,Savings Institutions
MMAC,"MMA Capital Holdings, Inc.",Finance,Real Estate
MMC,"Marsh & McLennan Companies, Inc.",Finance,Specialty Insurers
MMD,MainStay MacKay DefinedTerm Municipal Opportunitie,n/a,n/a
MMI,"Marcus & Millichap, Inc.",Finance,Real Estate
MMLP,Martin Midstream Partners L.P.,Energy,Oil Refining/Marketing
MMM,3M Company,Health Care,Medical/Dental Instruments
MMP,Magellan Midstream Partners L.P.,Energy,Natural Gas Distribution
MMS,"Maximus, Inc.",Miscellaneous,Business Services
MMSI,"Merit Medical Systems, Inc.",Health Care,Medical/Dental Instruments
MMT,MFS Multimarket Income Trust,n/a,n/a
MMU,"Western Asset Managed Municipals Fund, Inc.",n/a,n/a
MMX,Maverix Metals Inc.,Basic Industries,Precious Metals
MMYT,MakeMyTrip Limited,Consumer Services,Transportation Services
MN,"Manning & Napier, Inc.",Finance,Investment Managers
MNCL,Monocle Acquisition Corporation,Consumer Durables,Industrial Specialties
MNCLU,Monocle Acquisition Corporation,Consumer Durables,Industrial Specialties
MNCLW,Monocle Acquisition Corporation,Consumer Durables,Industrial Specialties
MNDO,MIND C.T.I. Ltd.,Technology,EDP Services
MNK,Mallinckrodt plc,Health Care,Major Pharmaceuticals
MNKD,MannKind Corporation,Health Care,Major Pharmaceuticals
MNLO,Menlo Therapeutics Inc.,Health Care,Major Pharmaceuticals
MNOV,"MediciNova, Inc.",Health Care,Major Pharmaceuticals
MNP,"Western Asset Municipal Partners Fund, Inc.",n/a,n/a
MNPR,Monopar Therapeutics Inc.,Health Care,Major Pharmaceuticals
MNR,Monmouth Real Estate Investment Corporation,Consumer Services,Real Estate Investment Trusts
MNR^C,Monmouth Real Estate Investment Corporation,n/a,n/a
MNRL,"Brigham Minerals, Inc.",Energy,Oil & Gas Production
MNRO,"Monro, Inc. ",Consumer Services,Automotive Aftermarket
MNSB,"MainStreet Bancshares, Inc.",Finance,Major Banks
MNST,Monster Beverage Corporation,Consumer Non-Durables,Beverages (Production/Distribution)
MNTA,"Momenta Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MNTX,"Manitex International, Inc.",Technology,Industrial Machinery/Components
MO,Altria Group,Consumer Non-Durables,Farming/Seeds/Milling
MOBL,"MobileIron, Inc.",Technology,Computer Software: Prepackaged Software
MOD,Modine Manufacturing Company,Capital Goods,Auto Parts:O.E.M.
MODN,"Model N, Inc.",Technology,"Computer Software: Programming, Data Processing"
MOFG,"MidWestOne Financial Group, Inc.",Finance,Major Banks
MOG.A,Moog Inc.,n/a,n/a
MOG.B,Moog Inc.,n/a,n/a
MOGO,Mogo Inc.,Finance,Finance: Consumer Services
MOGU,MOGU Inc.,Miscellaneous,Business Services
MOH,Molina Healthcare Inc,Health Care,Medical Specialities
MOHO,ECMOHO Limited,Consumer Services,Catalog/Specialty Distribution
MOMO,Momo Inc.,Technology,Computer Software: Prepackaged Software
MOR,MorphoSys AG,Health Care,Major Pharmaceuticals
MORF,"Morphic Holding, Inc.",Health Care,Major Pharmaceuticals
MORN,"Morningstar, Inc.",Finance,Investment Managers
MOS,Mosaic Company (The),Basic Industries,Agricultural Chemicals
MOSY,"MoSys, Inc.",Technology,Semiconductors
MOTA,"Mota Group, Inc.",n/a,n/a
MOTS,"Motus GI Holdings, Inc.",Health Care,Medical/Dental Instruments
MOV,Movado Group Inc.,Consumer Non-Durables,Consumer Specialties
MOXC,"Moxian, Inc.",Technology,"Computer Software: Programming, Data Processing"
MPA,Blackrock MuniYield Pennsylvania Quality Fund,n/a,n/a
MPAA,"Motorcar Parts of America, Inc.",Capital Goods,Auto Parts:O.E.M.
MPB,Mid Penn Bancorp,Finance,Major Banks
MPC,Marathon Petroleum Corporation,Energy,Integrated oil Companies
MPLX,MPLX LP,Energy,Natural Gas Distribution
MPV,Barings Participation Investors,Consumer Services,Miscellaneous
MPW,"Medical Properties Trust, Inc.",Consumer Services,Real Estate Investment Trusts
MPWR,"Monolithic Power Systems, Inc.",Technology,Semiconductors
MPX,Marine Products Corporation,Capital Goods,Marine Transportation
MQT,"Blackrock MuniYield Quality Fund II, Inc.",n/a,n/a
MQY,"Blackrock MuniYield Quality Fund, Inc.",n/a,n/a
MR,Montage Resources Corporation,Energy,Oil & Gas Production
MRAM,"Everspin Technologies, Inc.",Technology,Semiconductors
MRBK,Meridian Corporation,n/a,n/a
MRC,MRC Global Inc.,Capital Goods,Industrial Machinery/Components
MRCC,Monroe Capital Corporation,n/a,n/a
MRCCL,Monroe Capital Corporation,n/a,n/a
MRCY,Mercury Systems Inc,Capital Goods,Electrical Products
MREO,Mereo BioPharma Group plc,Health Care,Major Pharmaceuticals
MRIN,Marin Software Incorporated,Technology,EDP Services
MRK,"Merck & Company, Inc.",Health Care,Major Pharmaceuticals
MRKR,"Marker Therapeutics, Inc.",Health Care,Major Pharmaceuticals
MRLN,Marlin Business Services Corp.,Finance,Major Banks
MRNA,"Moderna, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MRNS,"Marinus Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
MRO,Marathon Oil Corporation,Energy,Oil & Gas Production
MRSN,"Mersana Therapeutics, Inc.",Health Care,Major Pharmaceuticals
MRTN,"Marten Transport, Ltd.",Transportation,Trucking Freight/Courier Services
MRTX,"Mirati Therapeutics, Inc.",Health Care,Major Pharmaceuticals
MRUS,Merus N.V.,Health Care,Major Pharmaceuticals
MRVL,Marvell Technology Group Ltd.,Technology,Semiconductors
MS,Morgan Stanley,Finance,Investment Bankers/Brokers/Service
MS^A,Morgan Stanley,n/a,n/a
MS^E,Morgan Stanley,n/a,n/a
MS^F,Morgan Stanley,n/a,n/a
MS^I,Morgan Stanley,n/a,n/a
MS^K,Morgan Stanley,n/a,n/a
MS^L,Morgan Stanley,n/a,n/a
MSA,MSA Safety Incorporporated,Health Care,Industrial Specialties
MSB,Mesabi Trust,Basic Industries,Precious Metals
MSBF,MSB Financial Corp.,Finance,Savings Institutions
MSBI,"Midland States Bancorp, Inc.",Finance,Major Banks
MSC,Studio City International Holdings Limited,Consumer Services,Hotels/Resorts
MSCI,MSCI Inc,Miscellaneous,Business Services
MSD,"Morgan Stanley Emerging Markets Debt Fund, Inc.",n/a,n/a
MSEX,Middlesex Water Company,Public Utilities,Water Supply
MSFT,Microsoft Corporation,Technology,Computer Software: Prepackaged Software
MSGE,Madison Square Garden Entertainment Corp.,Consumer Services,Services-Misc. Amusement & Recreation
MSGN,MSG Networks Inc.,Consumer Services,Television Services
MSGS,Madison Square Garden Sports Corp.,Consumer Services,Services-Misc. Amusement & Recreation
MSI,"Motorola Solutions, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
MSM,"MSC Industrial Direct Company, Inc.",Capital Goods,Industrial Machinery/Components
MSN,Emerson Radio Corporation,Consumer Non-Durables,Consumer Electronics/Appliances
MSON,"MISONIX, Inc.",Capital Goods,Medical Specialities
MSTR,MicroStrategy Incorporated,Technology,Computer Software: Prepackaged Software
MSVB,"Mid-Southern Bancorp, Inc.",Finance,Savings Institutions
MT,ArcelorMittal,Basic Industries,Steel/Iron Ore
MTA,Metalla Royalty & Streaming Ltd.,Basic Industries,Precious Metals
MTB,M&T Bank Corporation,Finance,Major Banks
MTBC,"MTBC, Inc.",Technology,Computer Software: Prepackaged Software
MTBCP,"MTBC, Inc.",Technology,Computer Software: Prepackaged Software
MTC,"MMTec, Inc.",n/a,n/a
MTCH,"Match Group, Inc.",Technology,"Computer Software: Programming, Data Processing"
MTCN,ArcelorMittal,Basic Industries,Steel/Iron Ore
MTD,"Mettler-Toledo International, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments
MTDR,Matador Resources Company,Energy,Oil & Gas Production
MTEM,"Molecular Templates, Inc.",Health Care,Major Pharmaceuticals
MTEX,"Mannatech, Incorporated",Consumer Durables,Specialty Chemicals
MTG,MGIC Investment Corporation,Finance,Property-Casualty Insurers
MTH,Meritage Corporation,Capital Goods,Homebuilding
MTL,Mechel PAO,Basic Industries,Steel/Iron Ore
MTL^,Mechel PAO,n/a,n/a
MTLS,Materialise NV,Technology,Computer Software: Prepackaged Software
MTN,"Vail Resorts, Inc.",Consumer Services,Services-Misc. Amusement & Recreation
MTNB,"Matinas Biopharma Holdings, Inc.",Health Care,Major Pharmaceuticals
MTOR,"Meritor, Inc.",Capital Goods,Auto Parts:O.E.M.
MTP,Midatech Pharma PLC,Health Care,Major Pharmaceuticals
MTR,Mesa Royalty Trust,Energy,Oil & Gas Production
MTRN,Materion Corporation,Capital Goods,Industrial Specialties
MTRX,Matrix Service Company,Basic Industries,Engineering & Construction
MTSC,MTS Systems Corporation,Capital Goods,Industrial Machinery/Components
MTSI,"MACOM Technology Solutions Holdings, Inc.",Technology,Semiconductors
MTSL,MER Telemanagement Solutions Ltd.,Public Utilities,Telecommunications Equipment
MTT,Western Asset Municipal Defined Opportunity Trust Inc,n/a,n/a
MTW,"Manitowoc Company, Inc. (The)",Capital Goods,Construction/Ag Equipment/Trucks
MTX,Minerals Technologies Inc.,Basic Industries,Major Chemicals
MTZ,"MasTec, Inc.",Basic Industries,Water Supply
MU,"Micron Technology, Inc.",Technology,Semiconductors
MUA,"Blackrock MuniAssets Fund, Inc.",n/a,n/a
MUC,"Blackrock MuniHoldings California Quality Fund,  Inc.",n/a,n/a
MUE,"Blackrock MuniHoldings Quality Fund II, Inc.",n/a,n/a
MUFG,Mitsubishi UFJ Financial Group Inc,Finance,Commercial Banks
MUH,"Blackrock MuniHoldings Fund II, Inc.",n/a,n/a
MUI,Blackrock Muni Intermediate Duration Fund Inc,n/a,n/a
MUJ,"Blackrock MuniHoldings New Jersey Insured Fund, Inc.",n/a,n/a
MUR,Murphy Oil Corporation,Energy,Oil & Gas Production
MUS,"Blackrock MuniHoldings Quality Fund, Inc.",n/a,n/a
MUSA,Murphy USA Inc.,Consumer Durables,Automotive Aftermarket
MUX,McEwen Mining Inc.,Basic Industries,Precious Metals
MVBF,MVB Financial Corp.,Finance,Major Banks
MVC,"MVC Capital, Inc.",n/a,n/a
MVCD,"MVC Capital, Inc.",n/a,n/a
MVF,"MuniVest Fund, Inc.",n/a,n/a
MVIS,"Microvision, Inc.",Capital Goods,Industrial Machinery/Components
MVO,MV Oil Trust,Energy,Oil & Gas Production
MVT,"Blackrock MuniVest Fund II, Inc.",n/a,n/a
MWA,Mueller Water Products Inc,Capital Goods,Metal Fabrications
MWK,"Mohawk Group Holdings, Inc.",Consumer Durables,Home Furnishings
MX,MagnaChip Semiconductor Corporation,Technology,Semiconductors
MXC,Mexco Energy Corporation,Energy,Oil & Gas Production
MXE,"Mexico Equity and Income Fund, Inc. (The)",n/a,n/a
MXF,"Mexico Fund, Inc. (The)",n/a,n/a
MXIM,"Maxim Integrated Products, Inc.",Technology,Semiconductors
MXL,"MaxLinear, Inc",Technology,Semiconductors
MYC,"Blackrock MuniYield California Fund, Inc.",n/a,n/a
MYD,"Blackrock MuniYield Fund, Inc.",n/a,n/a
MYE,"Myers Industries, Inc.",Consumer Non-Durables,Plastic Products
MYF,Blackrock MuniYield Investment Fund,n/a,n/a
MYFW,"First Western Financial, Inc.",Finance,Major Banks
MYGN,"Myriad Genetics, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
MYI,"Blackrock MuniYield Quality Fund III, Inc.",n/a,n/a
MYJ,"Blackrock MuniYield New Jersey Fund, Inc.",n/a,n/a
MYL,Mylan N.V.,Health Care,Major Pharmaceuticals
MYN,"Blackrock MuniYield New York Quality Fund, Inc.",n/a,n/a
MYO,Myomo Inc.,Health Care,Industrial Specialties
MYOK,"MyoKardia, Inc.",Health Care,Major Pharmaceuticals
MYOS,MYOS RENS Technology Inc.,Health Care,Major Pharmaceuticals
MYOV,Myovant Sciences Ltd.,Health Care,Major Pharmaceuticals
MYRG,"MYR Group, Inc.",Basic Industries,Water Supply
MYSZ,"My Size, Inc.",Technology,Computer Software: Prepackaged Software
MYT,"Urban Tea, Inc.",Basic Industries,Major Chemicals
MZA,"MuniYield Arizona Fund, Inc.",n/a,n/a
NAC,Nuveen California Quality Municipal Income Fund,n/a,n/a
NAD,Nuveen Quality Municipal Income Fund,n/a,n/a
NAII,"Natural Alternatives International, Inc.",Consumer Durables,Specialty Chemicals
NAK,"Northern Dynasty Minerals, Ltd.",Basic Industries,Precious Metals
NAKD,Naked Brand Group Limited,Consumer Non-Durables,Apparel
NAN,Nuveen New York Quality Municipal Income Fund,n/a,n/a
NAOV,"NanoVibronix, Inc.",Health Care,Industrial Specialties
NARI,"Inari Medical, Inc.",Health Care,Medical/Dental Instruments
NAT,Nordic American Tankers Limited,Consumer Services,Marine Transportation
NATH,"Nathan&#39;s Famous, Inc.",Consumer Services,Restaurants
NATI,National Instruments Corporation,Technology,Computer Software: Prepackaged Software
NATR,"Nature&#39;s Sunshine Products, Inc.",Health Care,Major Pharmaceuticals
NAV,Navistar International Corporation,Capital Goods,Auto Manufacturing
NAV^D,Navistar International Corporation,Capital Goods,Auto Manufacturing
NAVB,"Navidea Biopharmaceuticals, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NAVI,Navient Corporation,Finance,Investment Bankers/Brokers/Service
NAZ,Nuveen Arizona Quality Municipal Income Fund,n/a,n/a
NBAC,Newborn Acquisition Corp.,Finance,Business Services
NBACR,Newborn Acquisition Corp.,Finance,Business Services
NBACU,Newborn Acquisition Corp.,Finance,Business Services
NBACW,Newborn Acquisition Corp.,Finance,Business Services
NBB,Nuveen Taxable Municipal Income Fund,n/a,n/a
NBEV,New Age Beverages Corporation,Consumer Non-Durables,Beverages (Production/Distribution)
NBH,Neuberger Berman Municipal Fund Inc.,n/a,n/a
NBHC,National Bank Holdings Corporation,Finance,Major Banks
NBIX,"Neurocrine Biosciences, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NBL,Noble Energy Inc.,Energy,Oil & Gas Production
NBLX,Noble Midstream Partners LP,Energy,Natural Gas Distribution
NBN,Northeast Bank,Finance,Major Banks
NBO,Neuberger Berman New York Municipal Fund Inc.,n/a,n/a
NBR,Nabors Industries Ltd.,Energy,Oil & Gas Production
NBR^A,Nabors Industries Ltd.,n/a,n/a
NBRV,Nabriva Therapeutics plc,Health Care,Major Pharmaceuticals
NBSE,"NeuBase Therapeutics, Inc. ",Health Care,Major Pharmaceuticals
NBTB,NBT Bancorp Inc.,Finance,Major Banks
NBW,Neuberger Berman California Municipal Fund Inc,n/a,n/a
NBY,"NovaBay Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
NC,"NACCO Industries, Inc.",Consumer Durables,Consumer Electronics/Appliances
NCA,"Nuveen California Municipal Value Fund, Inc.",n/a,n/a
NCB,Nuveen California Municipal Value Fund 2,n/a,n/a
NCBS,Nicolet Bankshares Inc.,Finance,Major Banks
NCLH,Norwegian Cruise Line Holdings Ltd.,Consumer Services,Marine Transportation
NCLH,Norwegian Cruise Line Holdings Ltd.,Consumer Services,Marine Transportation
NCMI,"National CineMedia, Inc.",Consumer Services,Advertising
NCNA,NuCana plc,Health Care,Major Pharmaceuticals
NCR,NCR Corporation,Miscellaneous,Office Equipment/Supplies/Services
NCSM,"NCS Multistage Holdings, Inc.",Energy,Oilfield Services/Equipment
NCTY,The9 Limited,Miscellaneous,Business Services
NCV,AllianzGI Convertible & Income Fund,n/a,n/a
NCV^A,AllianzGI Convertible & Income Fund,n/a,n/a
NCZ,AllianzGI Convertible & Income Fund II,n/a,n/a
NCZ^A,AllianzGI Convertible & Income Fund II,n/a,n/a
NDAQ,"Nasdaq, Inc.",Finance,Investment Bankers/Brokers/Service
NDLS,Noodles & Company,Consumer Services,Restaurants
NDP,"Tortoise Energy Independence Fund, Inc.",n/a,n/a
NDRA,ENDRA Life Sciences Inc.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NDRAW,ENDRA Life Sciences Inc.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NDSN,Nordson Corporation,Capital Goods,Industrial Machinery/Components
NE,Noble Corporation,Energy,Oil & Gas Production
NEA,Nuveen AMT-Free Quality Municipal Income Fund,n/a,n/a
NEE,"NextEra Energy, Inc.",Public Utilities,Electric Utilities: Central
NEE^I,"NextEra Energy, Inc.",n/a,n/a
NEE^J,"NextEra Energy, Inc.",n/a,n/a
NEE^K,"NextEra Energy, Inc.",n/a,n/a
NEE^N,"NextEra Energy, Inc.",n/a,n/a
NEE^O,"NextEra Energy, Inc.",n/a,n/a
NEE^P,"NextEra Energy, Inc.",n/a,n/a
NEM,Newmont Corporation,Basic Industries,Precious Metals
NEN,New England Realty Associates Limited Partnership,Consumer Services,Building operators
NEO,"NeoGenomics, Inc.",Health Care,Precision Instruments
NEOG,Neogen Corporation,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NEON,Neonode Inc.,Capital Goods,Industrial Machinery/Components
NEOS,"Neos Therapeutics, Inc.",Health Care,Major Pharmaceuticals
NEP,"NextEra Energy Partners, LP",Public Utilities,Electric Utilities: Central
NEPH,"Nephros, Inc.",Health Care,Medical/Dental Instruments
NEPT,Neptune Wellness Solutions Inc.,Health Care,Major Pharmaceuticals
NERV,"Minerva Neurosciences, Inc",Health Care,Major Pharmaceuticals
NES,"Nuverra Environmental Solutions, Inc.",Energy,Oilfield Services/Equipment
NESR,National Energy Services Reunited Corp.,Energy,Oilfield Services/Equipment
NESRW,National Energy Services Reunited Corp.,Energy,Oilfield Services/Equipment
NET,"Cloudflare, Inc.",Technology,Computer Software: Prepackaged Software
NETE,"Net Element, Inc.",Technology,EDP Services
