address,subdistrict_code,rent,deposit,Let type,Furnish Type,Coucil Tax,PROPERTY TYPE,BEDROOMS,BATHROOMS,SIZE,avg_distance_to_nearest_station,nearest_station_count
"Devons Road, E3, Bow, London, E3",,1900,2193,Long term,Unfurnished,Ask agent,Flat,1,1,474 sq ft,0.3,3
"Wilmot Street, Bethnal Green, London, E2",,1950,2250,Long term,Part furnished,Ask agent,Flat,1,,597 sq ft,0.2,3
"Devons Road, E3, Bow, London, E3",,3500,808,Short term,Ask agent,Ask agent,Flat,1,1,474 sq ft,0.3,3
"Ainsley Street, Bethnal Green, London, E2",,3800,4385,Long term,Furnished,Ask agent,Flat,3,2,983 sq ft,0.2,3
"Ainsley Street, Bethnal Green, London, E2",,5000,1154,Short term,Ask agent,Ask agent,Flat,3,2,983 sq ft,0.2,3
"Dorset Road, London, SE9",SE9,1500,0,Long term,Unfurnished,Ask agent,Maisonette,2,2,Ask agent,0.9,3
River Heights | Stratford | E15,,1875,2163,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,1,1,Ask agent,0.4,3
"Arena Tower, 25 Crossharbour Plaza, Canary Wharf, London, E14",E14,2400,2050,Long term,Furnished,Ask agent,Apartment,1,1,541-556 sq ft,0.3,3
"Leman Street, Aldgate, London, E1",,4950,1143,Short term,Ask agent,Ask agent,Flat,2,2,"1,080 sq ft",0.3,3
"Leman Street, Aldgate, London, E1",,3500,4039,Long term,Part furnished,Ask agent,Flat,2,2,"1,080 sq ft",0.3,3
"Leman Street, Aldgate, London, E1",,2400,2770,Long term,Part furnished,Ask agent,Flat,1,1,440 sq ft,0.3,3
Townsend Road Kidbrooke Village London SE3,,2700,3115,Long term,Furnished,Ask agent,Terraced,3,3,Ask agent,0.7,3
"Plowden Road, Kidbrooke Village, London, SE3",SE3,1750,2019,,Furnished,Ask agent,Apartment,1,1,Ask agent,0.6,3
"Blair Street, Peppercorn Court, E14",E14,1700,1961,Long term,Furnished,Ask agent,Studio,,1,429 sq ft,0.3,3
"Silvertown Way, London, E16",E16,2650,2200,Long term,Furnished,Ask agent,Apartment,2,2,Ask agent,0.4,3
"Vida House, 50 Trundleys Road, Deptford, SE8 5EJ",,1900,0,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.5,3
"Ability Place, 37 Millharbour, Canary Wharf, London, E14",E14,2500,2884,Long term,Furnished,Ask agent,Apartment,2,2,806 sq ft,0.2,3
"Ability Place, London, E14",E14,2500,2884,Long term,Furnished,Ask agent,Apartment,2,2,Ask agent,0.2,3
"Northbrook Road, London, SE13",SE13,950,1096,Long term,Unfurnished,Ask agent,Studio,,1,Ask agent,0.6,3
"Cranbrook Road, Ilford, IG2",IG2,1950,1950,Long term,Unfurnished,Ask agent,Flat,2,1,Ask agent,0.7,3
"Orpington, London, BR5",BR5,950,950,Long term,Unfurnished,Ask agent,Studio,,1,Ask agent,1.4,3
"Seagull Lane, E16",E16,1650,1904,Long term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.1,3
"Luralda Wharf, Isle Of Dogs, London, E14",E14,2200,2539,Long term,Unfurnished,Ask agent,Flat,1,1,605 sq ft,0.4,3
"Pan Peninsula Square, E14",E14,3750,4326,Long term,Furnished,Ask agent,Flat,2,2,Ask agent,0.2,3
"Cromwell Lodge, Longbridge Road, Barking",,1250,0,Long term,Unfurnished,Ask agent,Flat,1,1,Ask agent,0.9,3
"Ashley Court, London, E3",,1650,1650,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.4,3
"Bracken House, London, E3",,1550,1550,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.4,3
"One Park Drive, Canary Wharf, London, E14",E14,2500,2885,Long term,Part furnished,Ask agent,Studio,,1,435 sq ft,0.2,3
"Goldsmith Apartments, Royal Arsenal, London, SE18",SE18,2097,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,1,1,Ask agent,0.4,3
"Denison House, Canary Wharf, E14",E14,1972,2278,Long term,Furnished,Ask agent,Flat,1,1,460 sq ft,0.3,3
1 bedroom property in London,,1835,2135,Long term,Ask agent,Ask agent,Flat,1,1,Ask agent,0.4,3
"Mycenae Road, Blackheath, London, SE3",SE3,1950,2250,Long term,Unfurnished,Ask agent,Flat,2,2,778 sq ft,0.6,3
"Hyam Apartments, Broadway, Bexleyheath, Kent, DA6 8DB",,1750,2019,Long term,Unfurnished,Ask agent,Apartment,2,1,779 sq ft,0.9,3
"Riverstone Heights, 18 Reed Avenue, London, E3 3ZF",,2445,0,Long term,Unfurnished,Ask agent,Apartment,1,1,Ask agent,0.3,3
"Hampton Tower, South Quay Plaza, London, E14",E14,2652,0,Long term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.2,3
"Hertsmere Road, West India Quay, E14",E14,3200,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,2,1,Ask agent,0.2,3
"Park Drive, London",,2300,2653,Long term,Furnished,Ask agent,Studio,,1,Ask agent,0.3,3
"Silvertown Way, London, E16",E16,3285,2800,Long term,Furnished,Ask agent,Apartment,3,2,Ask agent,0.3,3
"Parish Gate Drive, Sidcup, DA15",DA15,1200,1211,Long term,Unfurnished,Ask agent,Flat,1,1,Ask agent,1,3
2 bedroom property in London,,2550,1765,Long term,Ask agent,Ask agent,Flat,2,1,Ask agent,0.4,3
3 bedroom property in London,,2865,2170,Long term,Ask agent,Ask agent,Flat,3,1,Ask agent,0.4,3
"Tower Bridge, London, E1",,900,900,Long term,Furnished,Ask agent,Flat Share,1,1,Ask agent,0.4,3
"Landmark Pinnacle, 10 Marsh Wall, Canary Wharf, London, E14",E14,3600,4153,Long term,Furnished,Ask agent,Apartment,2,2,860 sq ft,0.3,3
"Millharbour, E14",E14,1846,2134,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.3,3
"Catalina House, Goodman's Field, London, E1",,2773,3200,Long term,Furnished,Ask agent,Apartment,1,1,551 sq ft,0.3,3
"Bettons Park, London",,880,1015,,Ask agent,Ask agent,House,1,,Ask agent,0.4,3
"Galleria House, Western Gateway, E16",E16,1950,0,Long term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.3,3
"Marsh Wall, Landmark Pinnacle, E14",E14,2750,0,Long term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.3,3
"The Gardens, East Dulwich London SE22",,1800,0,Long term,Unfurnished,Ask agent,Apartment,1,1,Ask agent,0.7,3
"Manor Road, Dagenham, Dagenham",,2250,2250,Long term,Part furnished,Ask agent,Semi-Detached,3,2,Ask agent,0.9,3
"Westgate Apartments, 14 Western Gateway",,2100,2423,Long term,Furnished,Ask agent,Apartment,2,2,69 sq ft,0.2,3
"Ropemaker Road, Canada Water, SE16",SE16,1105,0,Long term,Furnished,Ask agent,House Share,,,150 sq ft,0.5,3
"Hampton Tower, 75 Marsh Wall, Canary Wharf, London, E14",E14,2650,3057,Long term,Furnished,Ask agent,Apartment,1,1,659 sq ft,0.2,3
Plaistow Lane Bromley BR1,,1750,0,Long term,Unfurnished,Ask agent,Apartment,2,2,Ask agent,0.5,3
"Jacquard Point, Tapestry Way, E1",,3000,0,Long term,Furnished,Ask agent,Apartment,2,2,Ask agent,0.4,3
"Riverstone Heights, 18 Reed Avenue, London, E3 3ZD",,2815,0,Long term,Furnished,Ask agent,Apartment,2,2,Ask agent,0.3,3
"Avalon Point, Orchard Wharf, E14",E14,2250,0,Long term,Furnished,Ask agent,Apartment,2,1,Ask agent,1.8,3
"Goodman's Field, Leman Street, E1",,2750,0,Long term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.3,3
"Melbourne Grove, London, SE22",SE22,2250,0,Long term,Furnished,Ask agent,Flat,2,2,Ask agent,0.5,3
"Tarves Way, London, SE10",SE10,2200,0,Long term,Unfurnished,Ask agent,Apartment,2,2,Ask agent,0.2,3
"10 Park Drive, London",,2275,2625,Long term,Furnished,Ask agent,Apartment,,1,511 sq ft,0.3,3
"Tomlins Grove, E3",,1599,1904,Long term,Furnished,Ask agent,Flat,1,,Ask agent,0.2,3
"Conington Road, London, SE13",SE13,2000,0,Long term,Furnished,Ask agent,Apartment,1,1,668 sq ft,0.2,3
Ravenscroft Crescent London SE9,,1450,0,Long term,Furnished,Ask agent,Maisonette,1,1,Ask agent,0.9,3
"Ocean Wharf, Westferry Road, London, E14",E14,2500,2885,Long term,Furnished,Ask agent,Flat,2,2,Ask agent,0.4,3
"Commercial Road, E1",,2000,2307,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,1,1,462 sq ft,0.4,3
"12 Western Gateway, London, E16",E16,1740,2054,Long term,Furnished,Ask agent,Studio,,1,452 sq ft,0.3,3
"New Cross Road, London, SE14",SE14,1400,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,1,1,Ask agent,0.4,3
"Vetro Court, London, E14",E14,3650,4211,,Ask agent,Ask agent,Apartment,2,2,781 sq ft,0.3,3
"East Tower, Pan Peninsula, Canary Wharf E14",,1842,2125,Long term,Furnished,Ask agent,Studio,,1,Ask agent,0.2,3
"Burrells Wharf, E14",E14,2149,2481,Long term,Part furnished,Ask agent,Flat,2,1,Ask agent,0.4,3
"Cornmill Lane, London, SE13",SE13,1700,2020,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,1,1,Ask agent,0.3,3
"12 Dock Street, London, E1",,3100,3576,Long term,Furnished,Ask agent,Apartment,2,2,710 sq ft,0.3,3
"Meranti House, 84 Alie Street, Aldgate, Tower Hill, London, E1 8QB",,4983,0,Long term,Furnished,Ask agent,Apartment,2,2,Ask agent,0.3,3
"Sunningdale Close, London, SE28 8QR",,2400,2769,Long term,Ask agent,Ask agent,Town House,4,3,"1,292 sq ft",1.2,3
"Reed Avenue, London, E3",,2830,3265,Long term,Furnished,Ask agent,Flat,2,2,Ask agent,0.3,3
"Reed Avenue, London, E3",,2270,2619,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.3,3
"White Post Lane, London, E9",,2900,0,Long term,Unfurnished,Ask agent,Apartment,2,2,850 sq ft,0.6,3
"Piazza Walk, London, E1",,4500,6230,Long term,Furnished,Ask agent,Apartment,2,2,950 sq ft,0.3,3
"Naomi Street, London",,2000,0,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.6,3
"Furley Road, London, SE15",SE15,2350,2350,Long term,Unfurnished,Ask agent,Terraced,3,1,Ask agent,0.6,3
"Ontario Tower, New Providence Wharf, London E14",,1600,1846,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Studio,,1,384 sq ft,0.2,3
"Chicksand Street, London",,2200,2538,Long term,Furnished,Ask agent,Flat,2,1,Ask agent,0.3,3
"Siena House, 11 Bollinder Place, London, EC1V",EC1V,3950,3646,Long term,Furnished,Ask agent,Apartment,2,3,936 sq ft,3.7,3
"Friary Road, London, SE15",SE15,1700,0,Long term,Unfurnished,Ask agent,Apartment,2,1,Ask agent,0.6,3
"Hertsmere Road, London, E14",E14,7000,9692,Short term,Ask agent,Ask agent,Flat,2,1,Ask agent,0.2,3
"New Cross Road, 
Canary Wharf, SE14",SE14,2000,2308,Long term,Furnished,Ask agent,Flat,2,1,Ask agent,0.3,3
"Cutter Lane, Upper Riverside, London. SE10",,3120,3600,Long term,Furnished,Ask agent,Apartment,2,1,759 sq ft,0.3,3
"Hennessey Apartments,  Brigadier Walk, SE18",SE18,2500,0,Long term,Furnished,Ask agent,Apartment,2,2,Ask agent,0.4,3
"Charrington Tower, Biscayne Avenue, London, E14",E14,2383,2750,Long term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.2,3
"3 Limeharbour, London, E14",E14,2300,2645,Long term,Ask agent,Ask agent,Apartment,1,1,Ask agent,0.3,3
"The Haydon 16 Minories, London, EC3N",EC3N,4333,5500,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,2,2,850 sq ft,0.2,3
"Tredegar Road, London",,1700,1961,Long term,Unfurnished,Ask agent,Flat,1,1,581 sq ft,0.4,3
"Cranmer Road, London, E7",,3350,3865,Long term,Unfurnished,Ask agent,End of Terrace,5,2,Ask agent,0.4,3
"Shenley Road, Camberwell, SE5",SE5,1075,1075,Long term,Furnished,Ask agent,House Share,1,4,Ask agent,0.6,3
Seagull Lane London E16,,1695,1956,Long term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.1,3
"Kelson House, Royal Wharf, London, E16",E16,2496,0,Long term,Furnished,Ask agent,Apartment,2,2,Ask agent,0.5,3
Copperworks Wharf Sugar House Island E15,,1750,2019,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,,1,Ask agent,0.4,3
"Washington Building, Deals Gateway, Lewisham, SE13",SE13,1500,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,1,1,Ask agent,0.3,3
Quebec Way Surrey Quays SE16,,3500,0,Long term,Furnished,Ask agent,Apartment,3,2,Ask agent,0.4,3
"Iris House, Polar Riverside, London, E14",E14,1750,0,Long term,Furnished,Ask agent,Apartment,1,1,431 sq ft,0.3,3
"Deanston Wharf, Riverscape, E16",E16,3300,3807,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,3,2,963 sq ft,0.5,3
"Deanston Wharf, Riverscape, E16",E16,3500,4038,Long term,Furnished,Ask agent,Apartment,3,2,"1,142 sq ft",0.5,3
"Hobbs Court, Shad Thames, SE1",SE1,2297,2423,Long term,Furnished,Ask agent,Flat,2,1,Ask agent,0.6,3
"Deanston  Building, Riverscape, London, E16",E16,3500,0,Long term,Furnished,Ask agent,Apartment,3,2,Ask agent,0.5,3
Stainsby Road London E14,,2100,0,Long term,Furnished,Ask agent,Apartment,2,1,Ask agent,0.4,3
"Woolwich, SE18",SE18,1350,1380,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,1,1,Ask agent,0.5,3
"Antonine Heights, Borough, London",,1898,0,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.5,3
"Warehouse Court, No 1 Street, London, SE18",SE18,2450,2826,Long term,Furnished,Ask agent,Apartment,2,2,Ask agent,0.3,3
"Plaistow Lane, Bromley",,1650,1904,Long term,Unfurnished,Ask agent,Apartment,2,2,Ask agent,0.5,3
"Albemarle Road, Beckenham",,2500,2880,Long term,Unfurnished,Ask agent,End of Terrace,3,2,Ask agent,0.6,3
"The Sphere, London, E16",E16,1725,1725,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.3,3
"Sandpiper Drive, Erith, DA8",DA8,1650,1650,Long term,Unfurnished,Ask agent,Terraced,2,1,Ask agent,1.2,3
"Hampton Tower, Canary Wharf, E14",E14,2600,3375,Long term,Ask agent,Ask agent,Apartment,1,1,613 sq ft,0.3,3
"105 Stratosphere Tower, 55 Great Eastern Road, London, E15",E15,2200,2538,Long term,Furnished,Ask agent,Apartment,1,1,592 sq ft,0.3,3
"Romford Road, London, E7",,2500,0,Long term,Ask agent,Ask agent,Apartment,3,,Ask agent,0.5,3
"Hampton Tower, Canary Wharf, E14",E14,2650,3403,Long term,Ask agent,Ask agent,Apartment,1,1,627 sq ft,0.2,3
"Carron Close, Langdon Park, E14",E14,845,825,Long term,Furnished,Ask agent,House Share,,,107 sq ft,0.3,3
Cendal Crescent London E1,,2665,3075,Long term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.4,3
"Bolanachi Building, Spa Road, London, SE16",SE16,1950,2250,Long term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.7,3
"Hendre Road, SE1",SE1,1703,1965,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Duplex,2,1,Ask agent,0.9,3
"Waterside Heights, Booth Road, Pontoon Dock, London, E16",E16,2200,0,Long term,Furnished,Ask agent,Apartment,2,1,Ask agent,0.5,3
Byford Close - Stratford - E15,,1850,2313,Long term,Furnished,Ask agent,Flat,2,1,Ask agent,0.5,3
"Duchess Walk, London, SE1",SE1,7200,9000,Long term,Furnished,Ask agent,Apartment,3,3,"1,303 sq ft",0.4,3
"Tollgate Road, London, E6",,1350,1557,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.5,3
"Glasshouse Gardens, London, E20",E20,2925,3375,Long term,Furnished,Ask agent,Flat,2,2,Ask agent,0.3,3
"Hooks Close, London, SE15",SE15,1100,1269,Long term,Furnished,Ask agent,Flat Share,1,1,Ask agent,0.4,3
"Tower House,Fieldgate Street,London,E1 1GU",,3100,3576,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,3,2,Ask agent,0.4,3
"4 Canter Way, Aldgate, London",,2600,0,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.3,3
Ratcliffe Cross Street London E1,,1950,2250,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.5,3
"Tower House,Fieldgate Street,London,E1 1GU",,2950,3346,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,3,2,Ask agent,0.4,3
"Gallery Apartments, Commercial Road, Whitechapel, London, E1",,2400,2884,,Furnished,Ask agent,Apartment,2,2,859 sq ft,0.4,3
"Palmers Road, London",,2400,2769,Long term,Ask agent,Ask agent,Flat,2,1,"1,044 sq ft",0.5,3
Copperworks Wharf Sugar House Island E15,,2050,2365,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Ground Flat,1,1,Ask agent,0.4,3
"Sitka House, 20 Quebec Way, Canada Water, London, SE16",SE16,2167,2500,Long term,Ask agent,Ask agent,Apartment,1,1,Ask agent,0.5,3
"Noble Court, Cable Street, Shadwell, Wapping, City, Aldgate, London, E1 8HX",,2708,0,Long term,Furnished,Ask agent,Maisonette,3,1,Ask agent,0.4,3
"Chandlers Avenue, North Greenwich, SE10 0NN",,2350,0,Long term,Furnished,Ask agent,Apartment,1,1,572 sq ft,0.5,3
"Otter Close, Bow Fly Over, Stratford High Street, London, E15 2PZ",,1950,0,Long term,Furnished,Ask agent,Flat,2,1,Ask agent,0.4,3
"Back Church Lane, London, E1",,4400,5076,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,4,3,"1,600 sq ft",0.3,3
"Hampton Tower, Canary Wharf, E14",E14,2700,3750,Long term,Ask agent,Ask agent,Apartment,1,1,613 sq ft,0.2,3
"Pilot Walk, North Greenwich, SE10",SE10,2700,3115,Long term,Unfurnished,Ask agent,Apartment,2,2,Ask agent,0.5,3
Abbey Street London SE16,,2100,2423,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.6,3
"Chislehurst Road, Chislehurst, BR7",BR7,5950,8238,Long term,Unfurnished,Ask agent,Detached,4,3,Ask agent,0.5,3
Beaconsfield Close London SE3,,1800,2077,Long term,Furnished,Ask agent,Flat,2,1,Ask agent,0.5,3
"8 Water Street, Canary Wharf, E14",E14,2554,0,,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,,1,Ask agent,0.2,3
"John Newton Court, Welling, DA16",DA16,1700,1961,Long term,Ask agent,Ask agent,Flat,2,1,Ask agent,1,3
Romford Road | Stratford | E7,,2500,2884,Long term,Part furnished,Ask agent,Flat,3,1,Ask agent,0.5,3
"Honor Oak Road, Forest Hill, SE23",SE23,900,900,Long term,Furnished,Ask agent,House Share,,1,Ask agent,0.7,3
"Leopold Street, Bow, E3",,1750,0,Long term,Furnished,Ask agent,Flat,2,1,673 sq ft,0.5,3
"10 George Street, Canary Wharf, E14",E14,2687,0,,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,1,1,Ask agent,0.3,3
"Newfoundland, Canary Wharf, E14",E14,2297,0,,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,,1,Ask agent,0.2,3
"Cashmere House, Leman Street, London, E1",,3141,3624,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.2,3
"Faro Close, Bromley, BR1",BR1,1400,1615,Long term,Unfurnished,Ask agent,Apartment,1,1,Ask agent,0.6,3
"Hercules House, London City Island, London, E14",E14,3200,3692,Long term,Furnished,Ask agent,Flat,3,2,Ask agent,0.4,3
"Hay Close, Stratford, London, E15",E15,1550,1600,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.5,3
"Cutter House, Royal Wharf, London, E16",E16,2600,0,Long term,Furnished,Ask agent,Apartment,2,2,Ask agent,0.4,3
"Roma Corte, Renaissance, Lewisham SE13",,1560,1800,Long term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.3,3
"UNCLE New Cross, Batavia Road, London, SE14",SE14,2740,0,Long term,Furnished,Ask agent,Apartment,3,2,Ask agent,0.3,3
"UNCLE New Cross, Batavia Road, London, SE14",SE14,2197,0,Long term,Unfurnished,Ask agent,Apartment,2,2,Ask agent,0.3,3
"Adelina Grove, London, Greater London, E1 3AE",,910,0,Long term,Part furnished,Ask agent,Flat Share,1,2,Ask agent,0.4,3
"UNCLE New Cross, 45 New Cross Road, London, SE14",SE14,2170,0,Long term,Unfurnished,Ask agent,Apartment,2,2,Ask agent,0.5,3
"10 George Street, Canary Wharf, E14",E14,4008,0,,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,2,,Ask agent,0.3,3
"Dollar Bay Place, London, E14",E14,1950,2250,Long term,Furnished,Ask agent,Studio,,1,Ask agent,0.4,3
"UNCLE New Cross, Batavia Road, London, SE14",SE14,1998,0,Long term,Unfurnished,Ask agent,Apartment,1,1,Ask agent,0.3,3
"10 George Street, E14",E14,2430,0,,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,,,Ask agent,0.4,3
"Riverdale House, 68 Molesworth Street, Lewisham, SE13",SE13,1500,1730,Long term,Furnished,Ask agent,Apartment,,1,356 sq ft,0.7,3
"UNCLE New Cross, 45 New Cross Road, London, SE14",SE14,1865,0,Long term,Unfurnished,Ask agent,Apartment,1,1,Ask agent,0.5,3
"Barnet Grove, London, E2",,2150,0,Long term,Unfurnished,Ask agent,Flat,1,1,Ask agent,0.4,3
"Sterling Mansions, 75 Leman Street, London, E1",,2800,3230,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.3,3
"Admirals Tower, Greenwich, SE10",SE10,2496,2304,Short term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,1,1,Ask agent,0.4,3
"The Quaterdeck, Westferry Road, London, E14 8SR",,3003,0,,Furnished,Ask agent,Flat,4,1,Ask agent,0.4,3
"Satin House, Piazza Walk, Aldgate, London, E1",,6000,8307,Long term,Furnished,Ask agent,Flat,3,3,Ask agent,0.3,3
"Menai Place, Blondin Street, Bow, E3",,2100,2423,Long term,Ask agent,Ask agent,Apartment,2,,Ask agent,0.4,3
"Newfoundland, Canary Wharf, E14",E14,4680,0,,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,2,2,Ask agent,0.2,3
"8 Water Street, Canary Wharf, E14",E14,3016,0,,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,1,1,Ask agent,0.2,3
"Wigston Road, Plaistow E13",,2275,2625,Long term,Part furnished,Ask agent,House,3,2,Ask agent,0.8,3
"Newfoundland, Canary Wharf, E14",E14,4000,0,,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,2,2,Ask agent,0.2,3
Brookbank Road Lewisham SE13,,2300,0,Long term,Unfurnished,Ask agent,Flat,2,2,Ask agent,0.4,3
"10 George Street, Canary Wharf, E14",E14,3792,0,,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,2,,Ask agent,0.3,3
"Newfoundland, Canary Wharf, E14",E14,3618,0,,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,2,2,Ask agent,0.2,3
"The Highway, Wapping",,2097,0,Long term,Part furnished,Ask agent,Flat,1,1,603 sq ft,0.5,3
"Masterman Road, London, E6",,1850,2134,Long term,Unfurnished,Ask agent,House,2,1,Ask agent,0.9,3
"New Village Avenue, London, E14",E14,2350,2350,,Part furnished,Ask agent,Apartment,2,1,Ask agent,0.4,3
"8 Water Street, Canary Wharf, E14",E14,3050,0,,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,,1,Ask agent,0.2,3
"Newfoundland, Canary Wharf, E14",E14,2817,0,,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,1,1,Ask agent,0.2,3
"Parnell Road, London",,3250,3750,,Ask agent,Ask agent,House,3,,Ask agent,0.6,3
"Candy Street, London",,730,842,,Ask agent,Ask agent,House,1,,Ask agent,0.5,3
"Greencourt House, Mile End Road,  Stepney Green, E1",,1750,2019,Long term,Furnished,Ask agent,Apartment,1,1,442 sq ft,0.4,3
