location,size,total_sqft,bath,price,bhk,price_per_sqft
"Sarjapur Road, ",3 BHK,1929.0,3.0,115.0,3,5961.638154484189
Hennur,2 BHK,1285.0,2.0,60.0,2,4669.260700389105
Margondanahalli,3 Bedroom,1200.0,2.0,65.0,3,5416.666666666667
"Banaswadi, ",4 BHK,3161.0,4.0,214.0,4,6770.00949066751
BTM 2nd Stage,3 BHK,1850.0,3.0,170.0,3,9189.18918918919
Sompura,3 BHK,1025.0,2.0,37.0,3,3609.756097560976
Malleshwaram,2 BHK,1124.0,3.0,80.0,2,7117.437722419929
Balagere,2 BHK,1012.0,2.0,54.59,2,5394.268774703557
Giri Nagar,7 BHK,4500.0,5.0,250.0,7,5555.555555555556
8th Phase JP Nagar,2 BHK,871.0,2.0,55.0,2,6314.580941446613
Chinnapanahalli,2 BHK,1020.0,2.0,40.0,2,3921.5686274509803
Rachenahalli,3 BHK,1550.0,3.0,73.5,3,4741.935483870968
Anand Nagar,3 Bedroom,3515.0,3.0,420.0,3,11948.790896159317
Akshaya Nagar,3 BHK,1410.0,2.0,80.0,3,5673.758865248227
Chikka Tirupathi,4 Bedroom,3500.0,5.0,150.0,4,4285.714285714285
Whitefield,2 BHK,1118.0,2.0,75.0,2,6708.4078711985685
Thanisandra,2 BHK,1098.0,2.0,68.0,2,6193.078324225865
Kanakapura,2 BHK,1130.0,2.0,45.2,2,4000.0
Sarjapur  Road,2 BHK,1145.0,2.0,75.0,2,6550.218340611354
Kadugodi,3 Bedroom,950.0,3.0,80.0,3,8421.052631578947
Balaji Gardens Layout,2 BHK,1051.0,2.0,33.0,2,3139.8667935299713
Thavarekere,7 Bedroom,600.0,7.0,108.0,7,18000.0
Marathahalli,2 BHK,1102.0,2.0,53.67,2,4870.235934664247
Jalahalli,2 BHK,1478.0,2.0,125.0,2,8457.374830852503
Chandapura,1 BHK,645.0,1.0,16.45,1,2550.3875968992247
Hebbal,2 BHK,823.0,2.0,50.63,2,6151.883353584447
Abbigere,2 BHK,880.0,2.0,35.0,2,3977.2727272727275
KR Puram,4 Bedroom,600.0,5.0,75.0,4,12500.0
Budigere,3 BHK,1991.0,4.0,100.0,3,5022.601707684581
TC Palaya,3 BHK,1100.0,3.0,50.0,3,4545.454545454545
Gubbalala,3 BHK,1745.0,3.0,115.0,3,6590.25787965616
HAL 2nd Stage,2 BHK,1226.0,3.0,135.0,2,11011.419249592169
Begur Road,3 Bedroom,680.0,4.0,68.0,3,10000.0
 Devarabeesana Halli,2 BHK,1100.0,2.0,70.0,2,6363.636363636364
Banashankari Stage VI,4 Bedroom,1200.0,4.0,195.0,4,16250.0
5th Phase JP Nagar,2 BHK,1450.0,2.0,58.0,2,4000.0
Singasandra,4 BHK,3366.0,4.0,120.0,4,3565.0623885918003
Sahakara Nagar,2 BHK,1150.0,2.0,54.0,2,4695.652173913043
Kanakpura Road,3 BHK,1843.0,3.0,95.84,3,5200.217037438958
Banashankari Stage VI,4 Bedroom,2200.0,4.0,195.0,4,8863.636363636364
Bommanahalli,2 BHK,1090.0,3.0,44.0,2,4036.697247706422
Kaggadasapura,2 BHK,1132.0,2.0,42.0,2,3710.2473498233217
Hulimavu,2 BHK,1375.0,2.0,80.0,2,5818.181818181818
7th Phase JP Nagar,4 Bedroom,1500.0,5.0,220.0,4,14666.666666666666
Thanisandra,1 BHK,760.0,1.0,50.3,1,6618.421052631579
Kaggadasapura,2 BHK,1180.0,2.0,65.0,2,5508.474576271186
Jigani,2 BHK,918.0,2.0,45.0,2,4901.9607843137255
Rachenahalli,5 Bedroom,600.0,5.0,50.0,5,8333.333333333334
Margondanahalli,2 Bedroom,1200.0,1.0,53.0,2,4416.666666666667
HSR Layout,2 BHK,1372.0,2.0,61.0,2,4446.064139941691
1st Block HRBR Layout,7 Bedroom,2400.0,7.0,355.0,7,14791.666666666666
Ardendale,3 BHK,1728.0,3.0,95.0,3,5497.685185185185
Malleshwaram,3 BHK,2215.0,3.0,275.0,3,12415.349887133183
BTM 2nd Stage,2 BHK,1200.0,2.0,80.0,2,6666.666666666667
6th Phase JP Nagar,2 BHK,1280.0,2.0,56.0,2,4375.0
Hulimavu,4 Bedroom,800.0,4.0,110.0,4,13750.0
Byrasandra,3 BHK,1455.0,2.0,56.0,3,3848.7972508591065
 Rachenahalli,1 RK,440.0,1.0,28.0,1,6363.636363636364
Kanakpura Road,3 Bedroom,1500.0,3.0,97.0,3,6466.666666666667
Whitefield,3 BHK,1800.0,3.0,110.0,3,6111.111111111111
Mysore Road,3 BHK,1525.0,3.0,96.0,3,6295.081967213115
Rachenahalli,2 BHK,1204.0,2.0,38.5,2,3197.6744186046512
Old Madras Road,2 BHK,1225.0,2.0,53.55,2,4371.428571428572
Kalyan nagar,6 Bedroom,800.0,6.0,98.0,6,12250.0
Bannerghatta Road,3 BHK,1650.0,3.0,122.0,3,7393.939393939394
Electronic City,3 BHK,880.0,2.0,18.0,3,2045.4545454545455
Bikasipura,4 Bedroom,4200.0,4.0,255.0,4,6071.428571428572
Tippenahalli,2 Bedroom,1200.0,2.0,55.0,2,4583.333333333333
Sarjapur  Road,4 Bedroom,1152.0,4.0,230.0,4,19965.277777777777
9th Phase JP Nagar,2 BHK,1005.0,2.0,42.0,2,4179.104477611941
Whitefield,3 BHK,1562.0,3.0,103.0,3,6594.110115236876
Devanahalli,4 Bedroom,5000.0,5.0,395.0,4,7900.0
Babusapalaya,6 Bedroom,810.0,5.0,95.0,6,11728.395061728395
Ramamurthy Nagar,2 BHK,1200.0,2.0,42.0,2,3500.0
Kasavanhalli,3 BHK,1555.0,3.0,82.5,3,5305.4662379421225
KR Puram,2 Bedroom,1550.0,2.0,71.0,2,4580.645161290323
Whitefield,2 BHK,1190.0,2.0,67.0,2,5630.252100840336
Chikkalasandra,2 BHK,1070.0,2.0,50.0,2,4672.897196261682
Jalahalli East,2 BHK,1020.0,2.0,42.48,2,4164.705882352941
Yelahanka,3 BHK,1610.0,3.0,115.0,3,7142.857142857143
Prestige Sunrise,1 BHK,700.0,1.0,41.0,1,5857.142857142857
Akshaya Vana,3 BHK,1300.0,2.0,49.0,3,3769.230769230769
Hebbal,2 BHK,1420.0,2.0,123.0,2,8661.971830985916
Vidyaranyapura,9 Bedroom,1200.0,9.0,100.0,9,8333.333333333334
Hebbal,3 BHK,1069.0,3.0,65.4,3,6117.867165575305
Marathahalli,3 BHK,1900.0,3.0,123.0,3,6473.684210526316
Old Airport Road,2 BHK,1655.0,2.0,97.65,2,5900.302114803625
Uttarahalli,2 BHK,1155.0,2.0,40.42,2,3499.5670995670994
Sarjapur  Road,3 BHK,1300.0,2.0,70.0,3,5384.615384615385
Electronic City,2 BHK,1100.0,2.0,45.0,2,4090.909090909091
Doddathoguru,2 BHK,1030.0,2.0,42.0,2,4077.669902912621
Vittasandra,2 BHK,2105.0,2.0,70.2,2,3334.916864608076
Bhoganhalli,3 BHK,1700.0,3.0,126.0,3,7411.764705882353
Jakkur,3 BHK,1760.0,3.0,139.0,3,7897.727272727273
Kadugodi,9 Bedroom,6200.0,9.0,200.0,9,3225.8064516129034
1st Stage Indira Nagar,2 BHK,1400.0,2.0,67.0,2,4785.714285714285
Srigandada Kaval,2 BHK,1200.0,2.0,53.0,2,4416.666666666667
Bannerghatta Road,2 BHK,912.0,2.0,55.0,2,6030.701754385965
Whitefield,2 BHK,1102.0,2.0,48.0,2,4355.716878402904
Channasandra Layout,3 BHK,1535.0,3.0,55.0,3,3583.061889250814
Haralur Road,2 BHK,1243.0,2.0,46.0,2,3700.7240547063557
Jigani,2 BHK,918.0,2.0,63.2,2,6884.531590413943
Begur Road,3 BHK,1500.0,2.0,70.0,3,4666.666666666667
Mathikere Extension,3 Bedroom,3000.0,3.0,250.0,3,8333.333333333334
Kasavanhalli,3 BHK,1476.0,3.0,89.0,3,6029.810298102981
Mysore Road,2 BHK,1200.0,2.0,65.0,2,5416.666666666667
Vijayanagar,1 BHK,606.0,1.0,34.78,1,5739.273927392739
Viswajit Layout,2 BHK,1100.0,2.0,61.0,2,5545.454545454545
Garudachar Palya,3 BHK,1295.0,2.0,59.5,3,4594.594594594595
Neeladri Nagar,1 BHK,527.0,1.0,26.0,1,4933.586337760911
OMBR Layout,2 BHK,1300.0,2.0,80.0,2,6153.846153846154
Bommanahalli,3 Bedroom,680.0,4.0,68.0,3,10000.0
Adityanagar,1 Bedroom,1260.0,1.0,41.0,1,3253.968253968254
Koramangala,2 BHK,1140.0,2.0,75.2,2,6596.491228070176
BDS Layout,1 Bedroom,1500.0,1.0,37.5,1,2500.0
Whitefield,3 BHK,2321.0,4.0,128.0,3,5514.864282636794
Sarjapur  Road,2 BHK,1390.0,2.0,62.0,2,4460.431654676259
Sarjapur  Road,3 BHK,1725.0,3.0,90.0,3,5217.391304347826
Hebbal,4 BHK,3067.0,4.0,310.0,4,10107.597000326052
Hennur Road,3 BHK,1186.0,2.0,63.0,3,5311.973018549747
Kanakpura Road,2 BHK,1230.0,2.0,85.0,2,6910.569105691057
 Mysore Highway,1 BHK,600.0,1.0,17.0,1,2833.3333333333335
Yeshwanthpur,3 BHK,1313.0,3.0,96.0,3,7311.500380807312
TC Palaya,2 Bedroom,900.0,2.0,55.0,2,6111.111111111111
Ambalipura,2 BHK,1250.0,2.0,66.25,2,5300.0
HBR Layout,9 Bedroom,1200.0,6.0,280.0,9,23333.333333333332
Binny Pete,1 BHK,660.0,1.0,54.0,1,8181.818181818182
Basavangudi,2 BHK,1036.0,2.0,105.0,2,10135.135135135135
Koramangala,4 BHK,2700.0,4.0,450.0,4,16666.666666666668
Old Madras Road,2 BHK,1100.0,2.0,70.0,2,6363.636363636364
BTM 2nd Stage,4 Bedroom,1500.0,2.0,450.0,4,30000.0
Singasandra,4 Bedroom,525.0,5.0,56.0,4,10666.666666666666
Electronics City Phase 1,2 BHK,1015.0,2.0,56.0,2,5517.241379310345
Gottigere,1 Bedroom,812.0,1.0,26.0,1,3201.9704433497536
Narayana Nagar 1st Block,3 BHK,1360.0,2.0,65.0,3,4779.411764705882
Nehru Nagar,3 BHK,2167.0,3.0,170.0,3,7844.946931241348
Raja Rajeshwari Nagar,2 BHK,1200.0,2.0,35.0,2,2916.6666666666665
Gopalkrishna Nagar,2 BHK,1165.0,2.0,75.0,2,6437.768240343347
BTM 2nd Stage,2 BHK,1274.0,2.0,70.0,2,5494.505494505494
Raja Rajeshwari Nagar,2 BHK,1151.0,2.0,39.02,2,3390.095569070374
Vidyaranyapura,6 Bedroom,1060.0,6.0,110.0,6,10377.358490566037
Thubarahalli,3 BHK,1626.0,2.0,120.0,3,7380.073800738008
Banashankari Stage V,2 BHK,1035.0,2.0,35.77,2,3456.038647342996
Shanthi Layout,3 Bedroom,1272.0,4.0,75.0,3,5896.226415094339
Jeevan bima nagar,2 BHK,965.0,2.0,45.0,2,4663.21243523316
Esther Enclave Layout,5 Bedroom,1600.0,5.0,140.0,5,8750.0
Kothannur,2 BHK,1070.0,2.0,42.79,2,3999.0654205607475
Raja Rajeshwari Nagar,3 BHK,1570.0,2.0,65.0,3,4140.127388535032
Keerthi Layout,2 BHK,780.0,2.0,25.0,2,3205.128205128205
Ganga Nagar Extension,3 BHK,1000.0,2.0,65.0,3,6500.0
9th Phase JP Nagar,4 Bedroom,1200.0,3.0,188.0,4,15666.666666666666
Tindlu,7 Bedroom,7500.0,7.0,400.0,7,5333.333333333333
5th Phase JP Nagar,3 BHK,1700.0,2.0,100.0,3,5882.35294117647
Haralur Road,3 BHK,1850.0,3.0,110.0,3,5945.945945945946
Kereguddadahalli,2 BHK,904.0,2.0,30.0,2,3318.5840707964603
Shikaripalya,2 BHK,1121.0,2.0,43.72,2,3900.0892060660126
7th Phase JP Nagar,3 BHK,1385.0,2.0,58.17,3,4200.0
Sahakara Nagar,2 BHK,1270.0,2.0,69.85,2,5499.999999999999
Kanakpura Road,3 BHK,1450.0,3.0,56.0,3,3862.0689655172414
Huttanahalli,3 Bedroom,2400.0,4.0,325.0,3,13541.666666666666
Mahadevpura,1 BHK,730.0,1.0,35.0,1,4794.520547945205
Raja Rajeshwari Nagar,3 BHK,1580.0,3.0,53.56,3,3389.8734177215188
Thanisandra,2 BHK,1111.0,2.0,50.0,2,4500.450045004501
Kengeri,4 Bedroom,1125.0,2.0,88.0,4,7822.222222222223
Varthur,2 BHK,977.0,2.0,36.0,2,3684.74923234391
Gunjur Palya,2 BHK,674.0,1.0,19.9,2,2952.522255192878
Nagarbhavi,3 Bedroom,600.0,3.0,83.0,3,13833.333333333334
Sarjapur,4 Bedroom,2540.0,4.0,115.0,4,4527.55905511811
Jakkur,2 BHK,1290.0,2.0,100.0,2,7751.937984496124
Kumaraswami Layout,3 Bedroom,600.0,3.0,98.0,3,16333.333333333334
Abbigere,2 BHK,795.0,2.0,32.54,2,4093.0817610062895
Kanakpura Road,2 BHK,700.0,1.0,35.0,2,5000.0
Ambedkar Colony,2 BHK,1463.0,1.0,142.0,2,9706.083390293916
Vijayanagar,3 Bedroom,1000.0,3.0,140.0,3,14000.0
Reliable Woods Layout,3 BHK,1306.0,2.0,58.0,3,4441.04134762634
4th T block Jayanagar,3 BHK,2401.0,3.0,185.0,3,7705.12286547272
Bommenahalli,4 Bedroom,1670.0,3.0,135.0,4,8083.832335329342
Jayanagar,3 BHK,1875.0,2.0,235.0,3,12533.333333333334
Marsur,3 Bedroom,1200.0,3.0,90.0,3,7500.0
Dodda Nekkundi,3 BHK,1804.0,3.0,121.0,3,6707.317073170731
1st Phase JP Nagar,3 BHK,2065.0,4.0,210.0,3,10169.49152542373
Hoskote,3 BHK,1225.0,3.0,40.0,3,3265.3061224489797
Thanisandra,2 BHK,1185.5,2.0,58.68,2,4949.810206663855
Bellandur,2 BHK,900.0,2.0,56.0,2,6222.222222222223
Binny Pete,2 BHK,1350.0,2.0,91.0,2,6740.740740740741
Kaggalipura,1 BHK,700.0,1.0,36.0,1,5142.857142857143
Mysore Road,2 BHK,1005.0,2.0,35.175,2,3499.9999999999995
Poorna Pragna Layout,2 BHK,1160.0,2.0,46.39,2,3999.137931034483
Hennur Road,3 BHK,1680.0,3.0,99.27,3,5908.928571428572
LB Shastri Nagar,2 BHK,1043.0,2.0,55.0,2,5273.250239693192
Hoskote,4 Bedroom,1200.0,4.0,120.0,4,10000.0
Hebbal,2 BHK,1040.0,2.0,46.0,2,4423.076923076923
Tindlu,3 BHK,1357.0,2.0,65.0,3,4789.977892409727
Nayandanahalli,7 Bedroom,1600.0,7.0,104.0,7,6500.0
Vibhutipura Extension,2 BHK,1225.0,2.0,47.0,2,3836.734693877551
Sunkadakatte,9 Bedroom,1500.0,6.0,80.0,9,5333.333333333333
Yelachenahalli,2 BHK,1130.0,2.0,40.0,2,3539.8230088495575
Basavangudi,4 Bedroom,2500.0,4.0,150.0,4,6000.0
Sultan Palaya,3 BHK,1700.0,3.0,120.0,3,7058.823529411765
Doddathoguru,3 BHK,1549.0,3.0,65.0,3,4196.255648805681
Yeshwanthpur,2 BHK,1400.0,2.0,100.0,2,7142.857142857143
Dodda Nekkundi,2 BHK,1080.0,2.0,50.0,2,4629.62962962963
Ulsoor,2 BHK,1180.0,2.0,100.0,2,8474.57627118644
Chandra Layout,7 Bedroom,780.0,7.0,150.0,7,19230.76923076923
Domlur,3 BHK,1800.0,3.0,150.0,3,8333.333333333334
Haralur Road,2 BHK,1225.0,2.0,67.38,2,5500.408163265306
Chandra Layout,1 BHK,890.0,1.0,75.0,1,8426.966292134832
Abbigere,2 BHK,1005.0,2.0,39.59,2,3939.303482587065
Whitefield,2 BHK,1320.0,2.0,95.0,2,7196.969696969697
Anandapura,4 BHK,1475.0,2.0,50.0,4,3389.830508474576
Hagadur,2 BHK,1110.0,2.0,51.0,2,4594.594594594595
Popular Colony,2 Bedroom,1300.0,2.0,54.0,2,4153.846153846154
Vajarahalli,5 Bedroom,600.0,3.0,86.0,5,14333.333333333334
Electronic City,2 BHK,1128.0,2.0,65.35,2,5793.439716312056
Jakkur,2 BHK,1452.19,2.0,100.0,2,6886.151261198604
8th block Koramangala,3 Bedroom,2400.0,3.0,290.0,3,12083.333333333334
Banashankari,3 BHK,2600.0,4.0,135.0,3,5192.307692307692
Sarakki Nagar,3 BHK,2500.0,4.0,325.0,3,13000.0
Sanjay nagar,2 BHK,630.0,1.0,35.0,2,5555.555555555556
Hosa Road,2 BHK,1243.0,2.0,48.5,2,3901.850362027353
Soundarya Layout,2 BHK,960.0,2.0,32.0,2,3333.3333333333335
"Banashankari 6th Stage ,Subramanyapura",3 BHK,1690.0,3.0,100.0,3,5917.15976331361
Whitefield,2 BHK,735.0,2.0,35.0,2,4761.9047619047615
Banaswadi,2 BHK,1365.0,2.0,73.0,2,5347.985347985348
Rajaji Nagar,5 BHK,2849.0,5.0,300.0,5,10530.01053001053
Hebbal,2 BHK,1420.0,2.0,99.39,2,6999.295774647887
Somasundara Palya,3 BHK,1570.0,3.0,68.0,3,4331.210191082802
Bisuvanahalli,2 BHK,850.0,1.0,32.0,2,3764.705882352941
7th Phase JP Nagar,3 BHK,1575.0,2.0,110.0,3,6984.126984126984
Thigalarapalya,2 BHK,1418.0,2.0,104.0,2,7334.273624823695
Uttarahalli,2 BHK,1050.0,2.0,42.0,2,4000.0
Hennur Road,2 BHK,1065.0,2.0,42.6,2,4000.0
Ulsoor,3 BHK,1340.0,3.0,90.0,3,6716.417910447762
Yelahanka New Town,3 BHK,1610.0,3.0,92.0,3,5714.285714285715
Electronic City Phase II,2 BHK,1160.0,2.0,33.5,2,2887.9310344827586
Kudlu,2 BHK,1092.0,2.0,44.0,2,4029.3040293040294
Parappana Agrahara,2 BHK,1194.0,2.0,47.0,2,3936.348408710218
Yelahanka,3 BHK,1455.0,3.0,61.5,3,4226.80412371134
Abbigere,1 BHK,734.0,1.0,19.82,1,2700.272479564033
Samethanahalli,2 BHK,799.0,2.0,38.0,2,4755.944931163955
Whitefield,3 BHK,1896.0,3.0,75.0,3,3955.6962025316457
Ardendale,2 BHK,1100.0,2.0,48.0,2,4363.636363636364
Bellandur,2 BHK,1350.0,2.0,79.0,2,5851.851851851852
Amarjyothi Colony,3 BHK,1355.0,3.0,61.0,3,4501.845018450184
Electronic City,2 BHK,1128.0,2.0,65.0,2,5762.41134751773
Pattanagere,2 Bedroom,1350.0,2.0,90.0,2,6666.666666666667
Cunningham Road,3 BHK,3875.0,3.0,864.0,3,22296.774193548386
Kasavanhalli,3 BHK,1493.0,3.0,82.0,3,5492.297387809779
8th Phase JP Nagar,2 BHK,1098.0,2.0,43.91,2,3999.089253187614
Banashankari,3 BHK,1900.0,2.0,170.0,3,8947.368421052632
Dollars Layout,3 BHK,1460.0,3.0,88.0,3,6027.397260273972
Frazer Town,3 BHK,2350.0,4.0,285.0,3,12127.659574468085
Horamavu Banaswadi,5 Bedroom,1600.0,5.0,140.0,5,8750.0
Varthur,2 BHK,1091.0,2.0,32.0,2,2933.0889092575617
Yelahanka,2 BHK,1180.0,2.0,42.0,2,3559.322033898305
Kanakpura Road,2 BHK,1366.0,3.0,76.85,2,5625.915080527086
RMV Extension,3 BHK,1685.0,3.0,95.0,3,5637.982195845697
Koramangala,2 BHK,1260.0,2.0,100.0,2,7936.507936507936
Whitefield,3 Bedroom,3010.0,3.0,200.0,3,6644.518272425249
Ramamurthy Nagar,3 Bedroom,1330.0,4.0,140.0,3,10526.315789473685
Mallasandra,2 Bedroom,1200.0,2.0,130.0,2,10833.333333333334
Whitefield,2 BHK,1346.0,2.0,96.17,2,7144.873699851411
Chandapura,1 BHK,630.0,1.0,13.86,1,2200.0
7th Phase JP Nagar,3 BHK,1850.0,3.0,140.0,3,7567.5675675675675
Frazer Town,5 Bedroom,2350.0,2.0,423.0,5,18000.0
Electronic City,2 BHK,755.0,1.0,34.0,2,4503.311258278146
Basaveshwara Nagar Yelahanka,5 Bedroom,800.0,5.0,98.0,5,12250.0
Parappana Agrahara,2 BHK,1194.0,2.0,46.0,2,3852.5963149078725
Whitefield,3 BHK,3850.0,5.0,316.0,3,8207.792207792209
Hebbal,4 BHK,4235.0,4.0,365.0,4,8618.654073199528
Kurubarahalli,1 Bedroom,800.0,1.0,52.0,1,6500.0
Rachenahalli,3 BHK,2250.0,3.0,195.0,3,8666.666666666666
Vijayanagar,2 BHK,1352.0,2.0,68.0,2,5029.585798816568
Thanisandra,3 BHK,2002.0,3.0,112.0,3,5594.4055944055945
Bileshivale,4 Bedroom,4000.0,5.0,280.0,4,7000.0
Kaval Byrasandra,2 BHK,1060.0,2.0,45.0,2,4245.2830188679245
Kanakpura Road,3 BHK,1419.59,2.0,59.0,3,4156.129586711656
Raja Rajeshwari Nagar,2 BHK,1196.0,2.0,51.15,2,4276.755852842809
Electronic City,3 BHK,1220.0,2.0,35.24,3,2888.5245901639346
Electronics City Phase 1,3 BHK,1595.0,3.0,75.0,3,4702.194357366771
Banashankari,2 BHK,1260.0,2.0,75.0,2,5952.380952380952
Hebbal,2 BHK,1100.0,2.0,47.0,2,4272.727272727273
Frazer Town,2 BHK,1550.0,2.0,140.0,2,9032.258064516129
ISRO Layout,2 BHK,1180.0,2.0,52.0,2,4406.779661016949
Electronic City,4 Bedroom,4000.0,5.0,150.0,4,3750.0
Akshaya Nagar,3 BHK,1662.0,3.0,85.0,3,5114.320096269555
Hennur,2 BHK,1285.0,2.0,60.0,2,4669.260700389105
Akshaya Nagar,4 Bedroom,1080.0,4.0,75.0,4,6944.444444444444
Ambedkar Nagar,3 BHK,1862.0,3.0,119.0,3,6390.977443609023
Raja Rajeshwari Nagar,2 BHK,1419.0,2.0,48.0,2,3382.663847780127
Whitefield,3 BHK,1410.0,3.0,43.71,3,3100.0
Raja Rajeshwari Nagar,3 BHK,1560.0,2.0,62.4,3,4000.0
Chikkabettahalli,5 Bedroom,1100.0,4.0,150.0,5,13636.363636363636
Thanisandra,3 BHK,1634.0,3.0,78.0,3,4773.561811505508
Ambedkar Nagar,5 Bedroom,5530.0,5.0,627.0,5,11338.155515370705
Whitefield,3 BHK,1150.0,2.0,44.0,3,3826.086956521739
Ashirvad Colony,2 BHK,1100.0,2.0,53.0,2,4818.181818181818
Yelahanka,3 BHK,1616.0,3.0,65.0,3,4022.2772277227723
Nagavarapalya,2 BHK,1392.0,2.0,99.0,2,7112.068965517241
Jakkur,3 BHK,1798.0,3.0,120.0,3,6674.082313681869
Babusapalaya,3 BHK,1675.0,3.0,75.0,3,4477.611940298508
Bhuvaneswari Nagar,2 Bedroom,792.0,2.0,70.0,2,8838.38383838384
Varanasi,5 BHK,2000.0,4.0,103.0,5,5150.0
Hongasandra,7 Bedroom,600.0,7.0,89.0,7,14833.333333333334
Hebbal,3 BHK,1700.0,3.0,124.0,3,7294.117647058823
Hulimavu,2 BHK,1248.0,2.0,69.0,2,5528.846153846154
Kalkere,2 BHK,1147.0,2.0,54.0,2,4707.933740191805
Sultan Palaya,2 BHK,1100.0,2.0,40.0,2,3636.3636363636365
Vijayanagar,3 BHK,1527.0,3.0,115.0,3,7531.106745252128
Shantiniketan Layout,5 Bedroom,2400.0,5.0,235.0,5,9791.666666666666
Kanakpura Road,1 BHK,525.0,1.0,25.0,1,4761.9047619047615
Kaggadasapura,2 BHK,1100.0,2.0,58.0,2,5272.727272727273
Seegehalli,2 BHK,1118.0,2.0,37.5,2,3354.2039355992843
Kanakapura,3 BHK,1476.0,3.0,75.0,3,5081.30081300813
Gopal Reddy Layout,3 BHK,2100.0,3.0,75.0,3,3571.4285714285716
Roopena Agrahara,3 BHK,1215.0,2.0,46.5,3,3827.1604938271603
Ambalipura,2 BHK,1332.0,2.0,79.0,2,5930.930930930931
Hennur Road,2 BHK,1350.0,2.0,49.0,2,3629.6296296296296
Kothannur,4 Bedroom,600.0,4.0,81.0,4,13500.0
Haralur Road,2 BHK,1243.0,2.0,46.0,2,3700.7240547063557
NGR Layout,2 BHK,1105.0,2.0,49.73,2,4500.4524886877825
Padmanabhanagar,3 Bedroom,1500.0,2.0,200.0,3,13333.333333333334
Kasavanhalli,2 BHK,1200.0,2.0,50.0,2,4166.666666666667
Ramagondanahalli,2 BHK,1251.0,2.0,47.4,2,3788.968824940048
Kambipura,2 BHK,883.0,2.0,45.0,2,5096.262740656852
Pai Layout,3 BHK,1400.0,2.0,67.0,3,4785.714285714285
Rajaji Nagar,3 BHK,1800.0,3.0,260.0,3,14444.444444444445
Hegde Nagar,3 BHK,1703.0,3.0,113.0,3,6635.3493834409865
NRI Layout,5 BHK,2500.0,5.0,130.0,5,5200.0
Varthur,3 BHK,1250.0,3.0,71.0,3,5680.0
Jigani,2 BHK,933.0,2.0,43.0,2,4608.788853161844
sankeswari,1 Bedroom,461.82,1.0,31.7,1,6864.146204148803
Brookefield,2 BHK,1262.0,2.0,75.0,2,5942.947702060222
Yelahanka,2 BHK,915.0,2.0,48.0,2,5245.901639344263
Panathur,3 BHK,1370.0,2.0,61.5,3,4489.051094890511
Malleshpalya,2 BHK,1210.0,2.0,55.0,2,4545.454545454545
Kodihalli,3 BHK,2392.0,4.0,260.0,3,10869.565217391304
T c palya,3 Bedroom,1500.0,2.0,85.0,3,5666.666666666667
Govindraja Nagar,2 BHK,1065.0,2.0,50.0,2,4694.835680751174
Rajaji Nagar,4 BHK,3100.0,4.0,570.0,4,18387.09677419355
Ramamurthy Nagar,3 BHK,1515.0,3.0,65.0,3,4290.42904290429
Sarjapura - Attibele Road,4 Bedroom,1800.0,4.0,110.0,4,6111.111111111111
Thanisandra,3 BHK,1445.0,2.0,40.31,3,2789.61937716263
Uttarahalli,3 BHK,1300.0,2.0,55.0,3,4230.7692307692305
Vijayanagar,2 BHK,989.0,2.0,60.0,2,6066.734074823054
Jakkur,2 BHK,1300.0,2.0,85.0,2,6538.461538461538
Chandapura,3 BHK,1185.0,2.0,30.22,3,2550.2109704641352
Battarahalli,5 Bedroom,1350.0,3.0,110.0,5,8148.148148148148
Marathahalli,2 BHK,1045.0,2.0,60.0,2,5741.626794258374
Virat Nagar,2 BHK,1205.0,2.0,42.18,2,3500.414937759336
Chennammanakere Achukattu,2 BHK,1260.0,2.0,75.0,2,5952.380952380952
Devanahalli Road,5 Bedroom,1320.0,5.0,199.0,5,15075.757575757576
Ulsoor,3 BHK,1500.0,2.0,125.0,3,8333.333333333334
Bommanahalli,3 BHK,1250.0,2.0,42.5,3,3400.0
"Maragondana Halli, kr puram, old madras road",2 BHK,1199.0,2.0,50.0,2,4170.141784820684
Hennur Road,2 BHK,1385.0,2.0,83.09,2,5999.27797833935
Dhanalakshmi Layout,6 Bedroom,1222.0,5.0,250.0,6,20458.265139116203
Lakshminarayana Pura,2 BHK,1149.0,2.0,75.0,2,6527.415143603133
Sarjapur  Road,3 BHK,2180.0,3.0,170.0,3,7798.165137614679
TC Palaya,8 Bedroom,1200.0,7.0,110.0,8,9166.666666666666
Jp nagar 8th Phase .,10 BHK,12000.0,12.0,525.0,10,4375.0
Thurahalli,5 Bedroom,1200.0,5.0,195.0,5,16250.0
Hulimavu,3 BHK,1818.0,3.0,135.0,3,7425.742574257426
Volagerekallahalli,2 BHK,1070.0,2.0,33.0,2,3084.11214953271
Rajaji Nagar,3 BHK,1640.0,3.0,241.0,3,14695.121951219513
Nagarbhavi,3 BHK,1350.0,2.0,54.6,3,4044.4444444444443
Chandapura,2 BHK,630.0,1.0,27.0,2,4285.714285714285
Hoodi,2 BHK,1430.0,2.0,113.0,2,7902.097902097902
Nagavara,3 BHK,2430.0,4.0,180.0,3,7407.407407407408
Nobo Nagar,6 Bedroom,1500.0,7.0,220.0,6,14666.666666666666
Sarjapur  Road,2 BHK,1084.0,2.0,55.0,2,5073.8007380073805
Hennur Road,3 BHK,1186.0,2.0,56.0,3,4721.753794266442
Kengeri,2 BHK,1255.0,2.0,50.0,2,3984.06374501992
