DrawNumber,DrawDate,Ball1,Ball2,Ball3,Ball4,Ball5,LuckyStar1,LuckyStar2,UKMillionaireMaker,BallSet,DrawMachine,Match_5_and_2_Stars_roll,Match_5_and_2_Stars_UKWinners,Match_5_and_2_Stars_PrizePerWinner,Match_5_and_2_Stars_UKPrizeFund,Match_5_and_2_Stars_TotalWinners,Match_5_and_1_Star_UKWinners,Match_5_and_1_Star_PrizePerWinner,Match_5_and_1_Star_UKPrizeFund,Match_5_and_1_Star_TotalWinners,Match_5_UKWinners,Match_5_PrizePerWinner,Match_5_UKPrizeFund,Match_5_TotalWinners,Match_4_and_2_Stars_UKWinners,Match_4_and_2_Stars_PrizePerWinner,Match_4_and_2_Stars_UKPrizeFund,Match_4_and_2_Stars_TotalWinners,Match_4_and_1_Star_UKWinners,Match_4_and_1_Star_PrizePerWinner,Match_4_and_1_Star_UKPrizeFund,Match_4_and_1_Star_TotalWinners,Match_3_and_2_Stars_UKWinners,Match_3_and_2_Stars_PrizePerWinner,Match_3_and_2_Stars_UKPrizeFund,Match_3_and_2_Stars_TotalWinners,Match_4_UKWinners,Match_4_PrizePerWinner,Match_4_UKPrizeFund,Match_4_TotalWinners,Match_2_and_2_Stars_UKWinners,Match_2_and_2_Stars_PrizePerWinner,Match_2_and_2_Stars_UKPrizeFund,Match_2_and_2_Stars_TotalWinners,Match_3_and_1_Star_UKWinners,Match_3_and_1_Star_PrizePerWinner,Match_3_and_1_Star_UKPrizeFund,Match_3_and_1_Star_TotalWinners,Match_3_UKWinners,Match_3_PrizePerWinner,Match_3_UKPrizeFund,Match_3_TotalWinners,Match_1_and_2_Stars_UKWinners,Match_1_and_2_Stars_PrizePerWinner,Match_1_and_2_Stars_UKPrizeFund,Match_1_and_2_Stars_TotalWinners,Match_2_and_1_Star_UKWinners,Match_2_and_1_Star_PrizePerWinner,Match_2_and_1_Star_UKPrizeFund,Match_2_and_1_Star_TotalWinners,Match_2_UKWinners,Match_2_PrizePerWinner,Match_2_UKPrizeFund,Match_2_TotalWinners,Totals_UKWinners,Totals_UKPrizeFund,Totals_TotalWinners,JackpotWinner_country,TicketPrice
1544,08-07-2022,28,46,43,35,31,7,4,['MFVF64739'],20,15,1,0,194810000.0,0.0,0,2,1077924.5,2155849.0,9,4,14797.5,59190.0,19,34,973.0,33082.0,90,427,103.0,43981.0,1566,1230,43.2,53136.0,3945,1054,34.9,36784.6,3424,18684,10.0,186840.0,59724,21829,9.6,209558.4,69278,47540,8.3,394582.0,149123,107323,4.3,461488.9,345994,329814,4.5,1484163.0,1051572,711632.0,3.4,2419548.8,2217981.0,1239573,7538203.7,3902725,,2.5
1543,05-07-2022,7,25,48,45,10,3,6,['TFTK58216'],20,15,1,0,185077898.0,0.0,0,4,102040.2,408160.8,8,2,31798.0,63596.0,6,22,974.1,21430.2,61,413,83.0,34279.0,1318,954,38.0,36252.0,3044,925,27.9,25807.5,2911,14408,8.7,125349.6,46292,18692,7.5,140190.0,59701,40384,6.5,262496.0,129049,75687,4.1,310316.7,247828,271065,3.6,975834.0,873761,589920.0,2.7,1592784.0,1869390.0,1012476,3996495.8,3233369,,2.5
1542,01-07-2022,46,6,34,24,18,12,3,['TZQX03401'],20,15,1,0,169466829.0,0.0,0,1,218724.7,218724.7,4,5,11359.9,56799.5,18,31,796.1,24679.1,80,441,84.6,37308.6,1386,862,50.4,43444.8,2460,1001,26.5,26526.5,3286,12107,11.8,142862.6,36778,18109,8.1,146682.9,59403,41959,6.4,268537.6,140590,63294,5.7,360775.8,192169,252183,4.1,1033950.3,841034,586851.0,2.7,1584497.7,1998110.0,976844,3944790.1,3275318,,2.5
1541,28-06-2022,35,10,47,42,48,11,2,['TCSK74142'],19,13,1,0,152102048.0,0.0,0,1,125966.8,125966.8,5,0,0.0,0.0,6,10,1432.8,14328.0,32,257,103.5,26599.5,816,537,53.3,28622.1,1674,553,36.1,19963.3,1737,8570,11.4,97698.0,27324,10934,9.8,107153.2,35380,24685,7.9,195011.5,81596,48975,4.9,239977.5,158205,165727,4.5,745771.5,549223,375791.0,3.1,1164952.1,1272807.0,636040,2766043.5,2128805,,2.5
1540,24-06-2022,50,44,17,10,28,12,8,['MBRN58213'],19,13,1,0,138565344.0,0.0,0,1,374760.9,374760.9,2,3,19463.9,58391.7,9,14,992.0,13888.0,55,331,79.5,26314.5,1264,689,46.4,31969.6,2286,744,23.8,17707.2,3134,9590,11.9,114121.0,31353,14946,7.4,110600.4,55816,35868,5.8,208034.4,131618,49252,5.8,285661.6,160498,213449,3.9,832451.1,749465,515277.0,2.5,1288192.5,1841469.0,840164,3362092.9,2976969,,2.5
1539,21-06-2022,23,36,39,6,47,10,8,['TVPD91300'],19,13,1,0,123428111.0,0.0,0,0,0.0,0.0,3,1,16859.9,16859.9,8,10,1105.5,11055.0,38,255,84.2,21471.0,919,511,47.5,24272.5,1721,600,27.6,16560.0,2078,7339,11.5,84398.5,24873,10847,8.6,93284.2,37137,25322,6.9,174721.8,86514,39367,5.3,208645.1,135871,158684,4.2,666472.8,538912,370415.0,2.8,1037162.0,1270534.0,613351,2354902.8,2098608,,2.5
1538,17-06-2022,21,22,38,19,31,7,11,['MXQG18797'],19,13,1,0,111761000.0,0.0,0,0,0.0,0.0,1,9,10915.8,98242.2,17,17,903.1,15352.7,64,342,84.7,28967.4,1257,822,37.1,30496.2,3032,726,30.8,22360.8,2568,12843,9.2,118155.6,42883,16778,7.4,124157.2,59242,36352,6.3,229017.6,128636,66709,4.4,293519.6,222710,243606,3.5,852621.0,872854,532504.0,2.6,1384510.4,1904166.0,910708,3197400.7,3237430,,2.5
1537,14-06-2022,7,40,2,27,34,3,11,['VWPS01287'],19,13,1,0,14824000.0,0.0,0,2,83291.5,166583.0,4,1,9733.3,9733.3,8,4,1154.9,4619.6,21,133,89.5,11903.5,499,316,42.5,13430.0,1110,261,28.2,7360.2,1176,4374,10.4,45489.6,15940,5670,8.0,45360.0,23068,12876,6.2,79831.2,55124,23484,4.9,115071.6,83711,85844,3.7,317622.8,346130,190324.0,2.6,494842.4,795376.0,323289,1311847.2,1322167,,2.5
1536,10-06-2022,37,26,40,17,36,9,12,['JTNT54092'],19,13,0,1,54957242.5,54957242.5,1,0,0.0,0.0,1,2,29738.7,59477.4,4,7,1277.6,8943.2,29,211,105.6,22281.6,646,423,57.5,24322.5,1253,566,28.5,16131.0,1776,5705,14.0,79870.0,18083,8947,9.6,85891.2,29222,21003,7.4,155422.2,71030,30190,6.4,193216.0,99015,128448,4.5,578016.0,437591,306899.0,2.9,890007.1,1088946.0,502402,57070820.7,1747597,['UK'],2.5
1535,07-06-2022,17,6,31,25,16,2,6,['HTNX24856'],19,15,1,0,42921837.0,0.0,0,1,74857.0,74857.0,5,4,7289.7,29158.8,12,9,579.7,5217.3,47,274,57.1,15645.4,878,549,25.0,13725.0,2118,475,23.6,11210.0,1575,6532,7.2,47030.4,25851,8811,6.4,56390.4,32464,18264,5.9,107757.6,64639,30146,3.7,111540.2,124247,115311,3.4,392057.4,431683,248275.0,2.6,645515.0,884753.0,428651,1510104.5,1568272,,2.5
1534,03-06-2022,29,12,48,28,34,9,11,['ZRND11868'],19,13,1,0,34490264.0,0.0,0,1,243620.0,243620.0,2,0,0.0,0.0,3,4,1542.1,6168.4,23,157,116.0,18212.0,563,413,52.2,21558.6,1322,409,33.4,13660.6,1452,5623,12.3,69162.9,19667,8417,8.9,74911.3,30360,18924,7.0,132468.0,71744,30681,5.7,174881.7,106808,124374,4.1,509933.4,459619,281794.0,2.8,789023.2,1086312.0,470797,2053600.1,1777875,,2.5
1533,31-05-2022,42,13,10,49,3,3,9,['VRNG81296'],21,14,1,0,22894587.0,0.0,0,1,88335.0,88335.0,4,0,0.0,0.0,2,12,494.6,5935.2,52,164,68.6,11250.4,690,380,24.6,9348.0,2030,288,29.8,8582.4,1179,6199,5.8,35954.2,29855,7002,6.4,44812.8,30324,13799,6.4,88313.6,56635,30787,3.3,101597.1,132089,102373,3.2,327593.6,425458,204770.0,2.7,552879.0,820737.0,365775,1274601.3,1499055,,2.5
1532,27-05-2022,15,34,28,48,23,3,5,['MQMV79851'],21,14,1,0,14456800.0,0.0,0,2,113120.8,226241.6,4,1,11750.3,11750.3,9,13,803.4,10444.2,41,185,82.3,15225.5,737,410,32.8,13448.0,1955,378,31.7,11982.6,1421,6709,7.5,50317.5,29864,8532,7.5,63990.0,33243,17038,7.3,124377.4,63461,35718,3.5,125013.0,159182,124075,3.6,446670.0,490862,254106.0,3.0,762318.0,945421.0,447167,1861778.1,1726200,,2.5
1531,24-05-2022,27,13,10,36,37,10,2,['ZPML55006'],21,14,0,0,43463036.0,0.0,1,0,0.0,0.0,1,2,28586.1,57172.2,3,11,785.6,8641.6,34,153,90.9,13907.7,541,347,40.7,14122.9,1277,381,27.7,10553.7,1316,4943,10.0,49430.0,18138,7154,8.0,57232.0,25446,16711,6.2,103608.2,60944,26272,4.9,128732.8,93118,102503,3.8,389511.4,375666,244129.0,2.5,610322.5,898612.0,402606,1443235.0,1475097,['France'],2.5
1530,20-05-2022,32,23,8,22,50,3,9,['MNMG44095'],21,14,1,0,34161724.0,0.0,0,1,165376.4,165376.4,3,2,19325.6,38651.2,6,8,708.1,5664.8,51,169,88.8,15007.2,749,430,34.4,14792.0,2042,345,31.9,11005.5,1549,7264,7.6,55206.4,32205,8522,7.7,65619.4,35345,18492,6.6,122047.2,76630,40060,3.6,144216.0,170398,130585,3.6,470106.0,530839,276326.0,2.7,746080.2,1128168.0,482204,1853772.3,1977985,,2.5
1529,17-05-2022,49,28,30,5,48,5,11,['HMLZ32052'],21,14,1,0,22703208.0,0.0,0,0,0.0,0.0,2,0,0.0,0.0,2,4,1377.1,5508.4,19,104,107.8,11211.2,447,286,47.6,13613.6,1070,244,38.7,9442.8,924,4033,10.8,43556.4,16535,5569,8.8,49007.2,22610,12154,7.6,92370.4,48320,22128,4.9,108427.2,90264,84200,4.0,336800.0,347142,185374.0,3.0,556122.0,756950.0,314096,1226059.2,1284285,,2.5
1528,13-05-2022,11,45,17,48,3,8,4,['XLLN72006'],21,14,1,0,14463600.0,0.0,0,0,0.0,0.0,5,2,16299.2,32598.4,8,16,712.5,11400.0,57,179,97.6,17470.4,766,512,36.1,18483.2,2190,411,30.1,12371.1,1846,7196,8.4,60446.4,32898,8610,8.0,68880.0,38410,19219,6.5,124923.5,88536,36556,4.0,146224.0,173927,123904,3.8,470835.2,573450,272490.0,2.7,735723.0,1298894.0,469095,1699355.2,2210987,,2.5
1527,10-05-2022,28,3,29,25,27,4,9,['MKLC24921'],21,14,0,1,184262899.1,184262899.1,1,0,0.0,0.0,6,2,18492.7,36985.4,11,18,892.4,16063.2,71,461,76.0,35036.0,1534,1108,34.7,38447.6,3546,928,26.3,24406.4,3287,16450,7.7,126665.0,56158,18678,7.4,138217.2,65036,40908,6.2,253629.6,144748,87754,3.5,307139.0,305303,269659,3.6,970772.4,946218,583417.0,2.6,1516884.2,2100825.0,1019384,187727145.1,3626744,['UK'],2.5
1526,06-05-2022,3,24,8,18,40,11,3,['JJKK80736'],21,14,1,0,167246203.0,0.0,0,2,186995.7,373991.4,5,8,13657.4,109259.2,16,39,764.7,29823.3,89,505,74.1,37420.5,1691,1064,39.0,41496.0,3394,992,24.5,24304.0,3801,14013,10.0,140130.0,46528,20272,7.0,141904.0,73930,44543,5.8,258349.4,165872,70713,4.9,346493.7,234573,270187,3.7,999691.9,989228,599315.0,2.6,1558219.0,2237066.0,1021653,4061082.4,3756193,,2.5
1525,03-05-2022,26,48,47,8,20,8,3,['THJQ94501'],21,14,1,0,146807728.0,0.0,0,0,0.0,0.0,4,0,0.0,0.0,5,14,1040.1,14561.4,47,245,100.9,24720.5,892,590,38.7,22833.0,2459,511,36.1,18447.1,1852,9533,8.7,82937.1,38194,11174,8.6,96096.4,43316,23906,7.6,181685.6,90377,51782,4.0,207128.0,208019,169859,3.9,662450.1,664875,365174.0,3.0,1095522.0,1383542.0,632788,2406381.2,2433582,,2.5
1524,29-04-2022,37,36,10,20,11,7,3,['HGHT14917'],20,15,1,0,133283578.0,0.0,0,0,0.0,0.0,1,3,22540.7,67622.1,9,17,842.5,14322.5,75,319,105.8,33750.2,1100,1004,30.6,30722.4,4020,783,34.4,26935.2,2513,16425,6.3,103477.5,68076,16046,8.3,133181.8,57714,34322,7.5,257415.0,119581,88023,2.9,255266.7,374753,244837,3.8,930380.6,900439,512581.0,3.0,1537743.0,1835388.0,914360,3390817.0,3363669,,2.5
1523,26-04-2022,25,4,28,34,45,11,8,['XFGV45262'],20,15,1,0,117647597.0,0.0,0,0,0.0,0.0,3,1,27604.3,27604.3,5,13,1194.1,15523.3,36,247,99.3,24527.1,797,476,49.4,23514.4,1693,458,33.5,15343.0,1753,7123,11.6,82626.8,25263,10303,8.9,91696.7,36848,23525,7.2,169380.0,84377,38204,5.4,206301.6,136157,153133,4.1,627845.3,560118,349809.0,2.8,979465.2,1301549.0,583292,2263827.7,2148599,,2.5
1522,22-04-2022,11,6,35,36,21,9,1,['MDGG77588'],20,15,1,0,105610620.0,0.0,0,1,139419.2,139419.2,5,5,18102.5,90512.5,9,17,906.1,15403.7,56,298,94.2,28071.6,992,641,43.1,27627.1,2289,684,30.7,20998.8,2257,9368,10.0,93680.0,34473,12728,8.4,106915.2,45706,29532,6.8,200817.6,105901,49073,4.7,230643.1,184360,188530,4.0,754120.0,674804,433388.0,2.8,1213486.4,1559220.0,724265,2921695.2,2610072,,2.5
1521,19-04-2022,28,46,2,17,12,10,6,['TCGG32668'],20,15,1,0,91127452.0,0.0,0,2,243014.1,486028.2,2,3,22718.5,68155.5,5,10,786.2,7862.0,45,201,84.6,17004.6,770,458,42.6,19510.8,1615,525,25.4,13335.0,1906,5796,11.1,64335.6,21749,8721,8.1,70640.1,33018,21425,6.0,128550.0,83185,29429,5.5,161859.5,110648,118004,4.2,495616.8,455485,291611.0,2.7,787349.7,1142793.0,476185,2320247.8,1851221,,2.5
1520,15-04-2022,32,48,6,24,30,6,5,['ZBFQ29239'],20,15,1,0,82217272.0,0.0,0,1,585591.3,585591.3,1,2,17107.7,34215.4,8,6,947.3,5683.8,45,233,84.6,19711.8,928,545,43.5,23707.5,1908,513,33.2,17031.6,1754,7578,11.0,83358.0,26410,10952,8.2,89806.4,39470,23237,7.8,181248.6,77433,40036,5.2,208187.2,140945,158936,4.0,635744.0,572191,336322.0,3.3,1109862.6,1122181.0,578361,2994148.2,1983274,,2.5
1519,12-04-2022,30,47,35,31,21,10,2,['TZFC23687'],20,15,1,0,72305405.0,0.0,0,0,0.0,0.0,1,2,25323.5,50647.0,4,8,1660.5,13284.0,19,149,123.6,18416.4,470,322,55.0,17710.0,1116,314,40.1,12591.4,1075,4933,12.6,62155.8,17129,6824,10.4,70969.6,23046,15888,8.1,128692.8,55100,26884,5.6,150550.4,96434,102761,4.6,472700.6,364947,243181.0,3.1,753861.1,873641.0,401266,1751579.1,1432982,,2.5
1518,08-04-2022,16,38,1,45,15,4,11,['MXDP62216'],20,15,1,0,64389965.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,5,6,1162.2,6973.2,34,171,119.3,20400.3,610,429,53.1,22779.9,1447,399,37.1,14802.9,1456,6396,12.5,79950.0,21524,8166,10.1,82476.6,29759,18683,7.7,143859.1,72027,36501,5.6,204405.6,119901,132183,4.5,594823.5,471896,297176.0,3.0,891528.0,1146720.0,500110,2061999.1,1865379,,2.5
1517,05-04-2022,13,1,24,11,49,5,6,['TTCN70106'],20,15,1,0,54201384.0,0.0,0,1,99703.7,99703.7,4,1,11651.1,11651.1,8,8,691.2,5529.6,42,178,64.8,11534.4,825,367,36.0,13212.0,1567,418,24.0,10032.0,1651,5229,9.5,49675.5,20735,7844,6.4,50201.6,34174,17219,5.9,101592.1,69799,26675,4.9,130707.5,101715,111471,3.4,379001.4,461263,238549.0,2.7,644082.3,926680.0,407960,1506923.2,1618463,,2.5
1516,01-04-2022,21,45,31,2,7,10,4,['TVCV85411'],20,15,1,0,45807063.0,0.0,0,1,264913.8,264913.8,2,5,13758.8,68794.0,9,10,1042.4,10424.0,37,209,87.7,18329.3,810,447,46.7,20874.9,1607,515,25.3,13029.5,2085,6452,11.4,73552.8,22986,9630,8.3,79929.0,35148,22640,6.0,135840.0,91275,32938,5.5,181159.0,118816,136035,4.1,557743.5,503421,319974.0,2.6,831932.4,1277295.0,528856,2256522.2,2053491,,2.5
1515,29-03-2022,43,33,11,8,42,11,6,['VTCQ85294'],19,13,1,0,34147332.0,0.0,0,2,71823.3,143646.6,5,2,11990.2,23980.4,7,3,1537.8,4613.4,17,126,93.5,11781.0,515,215,49.8,10707.0,1021,304,30.0,9120.0,1190,3994,10.8,43135.2,16431,5698,8.7,49572.6,22684,13170,6.9,90873.0,53313,22024,5.2,114524.8,86320,85204,4.1,349336.4,338438,199019.0,2.8,557253.2,807430.0,329761,1408543.6,1327371,,2.5
1514,25-03-2022,10,29,24,6,27,12,5,"['HSCD07691', 'JSCB47969', 'JSCF13305', 'JSCF96769', 'JSCJ07406', 'MSCK45075', 'TSCD77613', 'TSCF73970', 'XSCD94603', 'ZSCD92906']",19,13,1,0,25518127.0,0.0,0,0,0.0,0.0,1,1,7931.6,7931.6,15,10,1235.2,12352.0,30,309,66.0,20394.0,1033,498,47.5,23655.0,1519,778,19.7,15326.6,2571,6844,12.0,82128.0,21028,12035,7.0,84245.0,40218,30001,5.2,156005.2,99544,34839,6.0,209034.0,105464,160054,3.7,592199.8,529199,389330.0,2.4,934392.0,1295523.0,634699,2137663.2,2096145,,2.5
1513,22-03-2022,7,29,17,40,21,8,11,['HRBX59789'],19,13,1,0,14152500.0,0.0,0,1,112798.1,112798.1,3,4,6590.6,26362.4,12,7,1119.7,7837.9,22,162,72.1,11680.2,629,305,44.5,13572.5,1078,380,20.6,7828.0,1634,3881,11.2,43467.2,14982,6333,7.0,44331.0,26797,15341,5.2,79773.2,66812,19147,5.8,111052.6,72714,85750,3.7,317275.0,352656,203106.0,2.4,487454.4,870083.0,334417,1263432.5,1407422,,2.5
1512,18-03-2022,43,1,9,14,17,12,6,['MQBK70289'],19,13,0,0,44997255.0,0.0,2,0,0.0,0.0,2,1,29365.6,29365.6,4,10,892.3,8923.0,41,164,95.4,15645.6,706,377,48.3,18209.1,1475,495,26.6,13167.0,1877,5291,12.2,64550.2,20381,8617,8.4,72382.8,33136,22111,5.8,128243.8,89281,28160,5.9,166144.0,106380,123494,4.1,506325.4,473322,314837.0,2.5,787092.5,1262098.0,503557,1810049.0,1988705,"['France', 'Spain']",2.5
1511,15-03-2022,2,26,19,12,1,8,2,['JPBB50608'],19,13,1,0,33625791.0,0.0,0,0,0.0,0.0,0,2,56878.8,113757.6,8,17,308.6,5246.2,87,236,47.0,11092.0,1051,603,19.3,11637.9,2705,458,19.7,9022.6,1858,6589,5.9,38875.1,30929,8490,5.5,46695.0,36928,17799,5.2,92554.8,72137,30333,3.3,100098.9,138426,107411,3.2,343715.2,442888,229150.0,2.5,572875.0,907842.0,401088,1345570.3,1634859,,2.5
1510,11-03-2022,23,22,12,19,48,6,2,['MNZW39388'],19,13,1,0,25219181.0,0.0,0,0,0.0,0.0,1,1,11316.9,11316.9,10,13,704.9,9163.7,50,191,78.9,15069.9,822,578,27.3,15779.4,2509,478,27.7,13240.6,1741,7903,7.0,55321.0,34390,9925,6.7,66497.5,39716,21228,6.0,127368.0,82995,37795,3.7,139841.5,161325,139849,3.3,461501.7,571093,301897.0,2.6,784932.2,1180456.0,519858,1700032.4,2075108,,2.5
1509,08-03-2022,18,12,31,25,21,9,2,['HJXG53256'],19,13,1,0,14154200.0,0.0,0,0,0.0,0.0,4,1,5150.4,5150.4,16,4,557.9,2231.6,46,198,57.3,11345.4,825,395,30.2,11929.0,1651,402,20.4,8200.8,1715,5307,8.1,42986.7,21459,7659,6.1,46719.9,31873,16389,5.5,90139.5,65731,25930,4.2,108906.0,104736,99046,3.4,336756.4,409157,208382.0,2.6,541793.2,848061.0,363713,1206158.9,1485274,,2.5
1508,04-03-2022,40,20,43,6,42,10,12,['XLXX96708'],19,13,0,0,64890075.0,0.0,1,1,293569.2,293569.2,2,0,0.0,0.0,6,10,1473.8,14738.0,29,162,130.1,21076.2,605,382,68.2,26052.4,1220,364,39.3,14305.2,1487,5803,14.9,86464.7,19512,8036,11.5,92414.0,28323,19740,8.1,159894.0,74154,31322,6.9,216121.8,105583,120389,5.4,650100.6,426633,310373.0,3.1,962156.3,1184843.0,496582,2536892.4,1842398,['Portugal'],2.5
1507,01-03-2022,26,24,42,39,8,5,3,['HKXS66024'],19,13,1,0,55075675.0,0.0,0,1,80878.0,80878.0,5,2,8592.0,17184.0,11,10,639.9,6399.0,46,165,75.0,12375.0,723,410,32.9,13489.0,1742,341,26.9,9172.9,1497,5865,8.0,46920.0,24968,7541,7.5,56557.5,29894,15559,6.9,107357.1,59918,31235,3.8,118693.0,132283,109094,3.7,403647.8,422388,224303.0,3.0,672909.0,842682.0,394526,1545582.3,1516157,,2.5
1506,25-02-2022,24,10,30,42,13,1,5,['MJXF72347'],21,14,1,0,46332113.0,0.0,0,0,0.0,0.0,4,2,20226.4,40452.8,6,8,969.2,7753.6,39,230,65.0,14950.0,1070,469,35.7,16743.3,2060,562,23.1,12982.2,2232,6875,8.9,61187.5,28930,10434,6.6,68864.4,43199,23636,5.7,134725.2,93110,34205,4.6,157343.0,141194,142409,3.5,498431.5,582386,321314.0,2.6,835416.4,1257206.0,540144,1848849.9,2151436,,2.5
1505,22-02-2022,26,32,14,5,9,7,3,['VXSW39986'],21,14,1,0,34210472.0,0.0,0,2,134762.5,269525.0,3,0,0.0,0.0,3,22,382.2,8408.4,77,215,67.8,14577.0,799,622,21.2,13186.4,2694,399,27.0,10773.0,1490,7788,5.7,44391.6,35158,8202,6.6,54133.2,33685,16825,6.3,105997.5,65678,37639,2.9,109153.1,174133,110596,3.4,376026.4,457147,223044.0,2.8,624523.2,889711.0,405354,1630694.8,1660578,,2.5
1504,18-02-2022,25,41,50,43,38,6,10,['ZGWP25586'],21,14,1,0,25336094.0,0.0,0,0,0.0,0.0,2,2,23619.4,47238.8,5,10,1186.5,11865.0,31,130,127.1,16523.0,533,369,53.0,19557.0,1351,348,36.0,12528.0,1396,5145,12.8,65856.0,19585,6857,10.3,70627.1,27049,16187,8.1,131114.7,64231,28315,5.8,164227.0,109089,101851,4.9,499069.9,403027,240580.0,3.3,793914.0,962264.0,399794,1832520.5,1588563,,2.5
1503,15-02-2022,33,20,31,9,44,12,2,['MFWJ80224'],21,14,1,0,14281700.0,0.0,0,0,0.0,0.0,2,3,9237.9,27713.7,9,8,1177.1,9416.8,22,126,102.8,12952.8,464,289,51.5,14883.5,979,414,25.4,10515.6,1394,3713,13.2,49011.6,13358,5614,9.0,50526.0,21957,14435,6.4,92384.0,56956,18327,6.4,117292.8,69371,79833,4.4,351265.2,318971,198347.0,2.7,535536.9,814913.0,321109,1271498.9,1298396,,2.5
1502,11-02-2022,45,13,42,18,38,7,11,['XDVW72625'],21,14,0,0,25905357.0,0.0,1,1,174991.3,174991.3,3,1,17527.8,17527.8,7,8,1158.0,9264.0,33,196,94.3,18482.8,746,428,45.7,19559.6,1627,389,30.4,11825.6,1720,6485,10.4,67444.0,24950,8273,8.4,69493.2,34601,17948,7.2,129225.6,75151,35463,4.9,173768.7,133275,123214,4.0,492856.0,511434,268798.0,2.9,779514.2,1115721.0,461204,1963952.8,1899269,['Ireland'],2.5
1501,08-02-2022,43,34,20,6,37,7,10,['MCVR96825'],21,14,1,0,14339500.0,0.0,0,2,125085.7,250171.4,3,0,0.0,0.0,1,7,1437.7,10063.9,19,118,101.6,11988.8,495,236,53.0,12508.0,1002,260,35.9,9334.0,1039,3418,12.5,42725.0,14890,4975,10.1,50247.5,20518,11155,8.3,92586.5,46707,20509,5.4,110748.6,86129,76071,4.5,342319.5,322187,171203.0,3.3,564969.9,718892.0,287954,1497663.1,1211882,,2.5
1500,04-02-2022,49,38,3,25,43,7,3,['MBVJ61669'],21,14,0,1,109915000.0,109915000.0,1,5,108811.4,544057.0,9,4,20807.1,83228.4,11,16,858.9,13742.4,83,353,99.1,34982.3,1325,968,32.0,30976.0,4334,786,34.8,27352.8,2796,14829,7.1,105285.9,68027,16084,8.5,136714.0,63476,34505,7.8,269139.0,128892,84059,3.2,268988.8,378974,238971,4.0,955884.0,951638,500226.0,3.2,1600723.2,1915122.0,890807,113986073.8,3514688,['UK'],2.5
1499,01-02-2022,49,36,1,19,38,9,6,['VZTH01980'],21,14,1,0,52442757.0,0.0,0,1,221273.1,221273.1,2,0,0.0,0.0,2,6,1110.8,6664.8,29,152,113.2,17206.4,524,396,43.5,17226.0,1442,301,36.8,11076.8,1195,5534,10.0,55340.0,21962,6548,9.5,62206.0,25874,14342,8.2,117604.4,55604,31517,4.4,138674.8,124262,100111,4.3,430477.3,400084,219973.0,3.2,703913.6,861844.0,378881,1781663.2,1492824,,2.5
1498,28-01-2022,34,10,25,29,45,10,9,['ZWSR23462'],19,15,1,0,42779117.0,0.0,0,1,283621.8,283621.8,2,1,16571.7,16571.7,8,8,1588.2,12705.6,26,233,104.4,24325.2,728,386,60.3,23275.8,1332,487,33.9,16509.3,1664,5565,13.8,76797.0,20463,9478,9.2,87197.6,34148,20713,7.6,157418.8,77190,29073,6.6,191881.8,107585,133996,4.3,576182.8,514161,304500.0,3.0,913500.0,1184365.0,504441,2379987.4,1941672,,2.5
1497,25-01-2022,16,6,47,18,39,2,4,['JWSS30643'],19,15,1,0,30632619.0,0.0,0,1,200160.0,200160.0,2,1,18712.2,18712.2,5,10,1457.1,14571.0,20,136,103.0,14008.0,521,330,47.4,15642.0,1197,311,33.4,10387.4,1193,4634,10.7,49583.8,18475,6436,8.9,57280.4,24959,13638,7.8,106376.4,53056,25254,4.8,121219.2,103012,94770,4.1,388557.0,379068,199047.0,3.1,617045.7,806852.0,344568,1613543.1,1388360,,2.5
