index,City,Date,Card Type,Exp Type,Gender,Amount
3953,"Bengaluru, India",31-May-14,Platinum,Food,F,297267
3954,"Delhi, India",17-Feb-14,Silver,Bills,F,60032
3955,"Bengaluru, India",25-Mar-14,Signature,Fuel,M,27769
3956,"Greater Mumbai, India",22-Oct-14,Signature,Grocery,F,98177
3957,"Greater Mumbai, India",20-May-15,Signature,Food,F,130117
3958,"Greater Mumbai, India",6-May-15,Signature,Fuel,M,141847
3959,"Greater Mumbai, India",7-Dec-13,Silver,Grocery,M,79090
3960,"Bengaluru, India",1-Dec-13,Silver,Grocery,F,172917
3961,"Greater Mumbai, India",2-Feb-14,Platinum,Bills,M,6168
3962,"Delhi, India",20-Apr-15,Gold,Bills,M,239918
3963,"Greater Mumbai, India",23-Feb-14,Gold,Grocery,F,66911
3964,"Bengaluru, India",22-Jun-14,Signature,Bills,F,197278
3965,"Ahmedabad, India",5-Jul-14,Gold,Entertainment,M,26320
3966,"Delhi, India",27-Dec-14,Signature,Bills,M,48614
3967,"Delhi, India",21-Jul-14,Silver,Grocery,F,72840
3968,"Bengaluru, India",2-May-15,Gold,Grocery,F,114885
3969,"Greater Mumbai, India",7-May-15,Gold,Bills,F,86243
3970,"Delhi, India",11-Dec-14,Signature,Food,F,165261
3971,"Ahmedabad, India",3-Mar-15,Gold,Bills,M,254282
3972,"Delhi, India",12-Nov-14,Platinum,Food,M,258432
3973,"Greater Mumbai, India",20-Dec-14,Platinum,Bills,F,202942
3974,"Ahmedabad, India",31-Mar-15,Silver,Bills,F,186614
3975,"Greater Mumbai, India",23-Jan-15,Signature,Grocery,M,138009
3976,"Greater Mumbai, India",28-Mar-14,Gold,Food,F,244511
3977,"Ahmedabad, India",10-Aug-14,Silver,Entertainment,F,94085
3978,"Bengaluru, India",26-Mar-15,Gold,Food,M,239629
3979,"Ahmedabad, India",8-Dec-14,Signature,Grocery,M,269760
3980,"Ahmedabad, India",2-Oct-14,Silver,Grocery,M,271662
3981,"Bengaluru, India",9-Aug-14,Gold,Food,F,138684
3982,"Ahmedabad, India",7-Oct-13,Silver,Food,F,85887
3983,"Bengaluru, India",21-Mar-15,Platinum,Bills,F,233960
3984,"Ahmedabad, India",17-Nov-14,Signature,Entertainment,M,48998
3985,"Delhi, India",21-Mar-14,Signature,Bills,M,284405
3986,"Delhi, India",5-May-14,Platinum,Bills,M,50389
3987,"Greater Mumbai, India",5-Apr-14,Platinum,Entertainment,M,27934
3988,"Greater Mumbai, India",17-May-14,Platinum,Bills,F,59791
3989,"Bengaluru, India",12-Oct-14,Gold,Bills,M,181736
3990,"Delhi, India",13-Apr-14,Gold,Bills,F,196017
3991,"Ahmedabad, India",19-Oct-13,Platinum,Food,M,242564
3992,"Greater Mumbai, India",21-Feb-15,Platinum,Food,F,156759
3993,"Bengaluru, India",13-Mar-14,Gold,Grocery,F,98925
3994,"Delhi, India",24-Jan-14,Gold,Fuel,F,91479
3995,"Delhi, India",13-Nov-13,Gold,Food,M,267161
3996,"Ahmedabad, India",9-Jun-14,Gold,Bills,F,181055
3997,"Delhi, India",3-Jun-14,Platinum,Fuel,M,141307
3998,"Ahmedabad, India",7-Apr-15,Silver,Food,F,99582
3999,"Greater Mumbai, India",18-Mar-15,Signature,Fuel,F,291853
4000,"Delhi, India",27-Jan-14,Silver,Entertainment,F,39929
4001,"Ahmedabad, India",7-Apr-15,Signature,Grocery,F,198134
4002,"Delhi, India",3-Apr-14,Silver,Fuel,M,61026
4003,"Bengaluru, India",20-Mar-14,Platinum,Grocery,M,273642
4004,"Greater Mumbai, India",19-Feb-15,Platinum,Entertainment,M,126460
4005,"Greater Mumbai, India",11-Dec-14,Silver,Food,F,97683
4006,"Delhi, India",10-May-14,Gold,Bills,F,253231
4007,"Ahmedabad, India",24-Feb-14,Platinum,Fuel,M,149221
4008,"Delhi, India",4-Nov-14,Gold,Bills,M,195461
4009,"Ahmedabad, India",9-Oct-13,Silver,Grocery,M,64793
4010,"Bengaluru, India",10-Aug-14,Silver,Bills,F,228355
4011,"Bengaluru, India",29-Apr-14,Silver,Fuel,M,110386
4012,"Greater Mumbai, India",1-Nov-14,Gold,Food,M,220508
4013,"Bengaluru, India",18-Aug-14,Platinum,Bills,F,113326
4014,"Greater Mumbai, India",23-Oct-13,Gold,Food,M,113440
4015,"Ahmedabad, India",13-Jun-14,Gold,Bills,F,26379
4016,"Bengaluru, India",15-May-15,Platinum,Food,F,17119
4017,"Bengaluru, India",5-May-15,Silver,Entertainment,F,280425
4018,"Bengaluru, India",21-May-14,Silver,Grocery,M,184874
4019,"Greater Mumbai, India",8-Apr-14,Signature,Bills,F,225791
4020,"Ahmedabad, India",3-Jun-14,Silver,Fuel,M,119983
4021,"Bengaluru, India",5-Feb-14,Silver,Grocery,M,46498
4022,"Delhi, India",15-May-14,Gold,Bills,M,254215
4023,"Greater Mumbai, India",6-Jun-14,Gold,Food,M,49107
4024,"Delhi, India",22-Jan-14,Platinum,Grocery,F,156601
4025,"Delhi, India",8-Oct-14,Platinum,Bills,F,221978
4026,"Bengaluru, India",28-Nov-13,Silver,Grocery,F,141978
4027,"Delhi, India",3-May-15,Gold,Grocery,F,233701
4028,"Ahmedabad, India",29-Jul-14,Gold,Entertainment,F,110597
4029,"Greater Mumbai, India",22-Aug-14,Signature,Bills,F,231346
4030,"Greater Mumbai, India",16-Apr-14,Silver,Bills,M,275685
4031,"Greater Mumbai, India",8-Aug-14,Gold,Bills,M,294619
4032,"Greater Mumbai, India",26-Jan-14,Signature,Grocery,F,122365
4033,"Bengaluru, India",7-Aug-14,Silver,Grocery,M,102668
4034,"Delhi, India",24-Feb-14,Signature,Grocery,F,191962
4035,"Greater Mumbai, India",8-Apr-15,Platinum,Entertainment,M,291078
4036,"Ahmedabad, India",24-Jan-14,Silver,Bills,M,155265
4037,"Greater Mumbai, India",18-Aug-14,Platinum,Bills,M,249645
4038,"Greater Mumbai, India",14-Dec-14,Gold,Food,M,135964
4039,"Ahmedabad, India",13-Mar-14,Silver,Food,M,3644
4040,"Greater Mumbai, India",18-Mar-14,Gold,Entertainment,M,290731
4041,"Delhi, India",10-Apr-14,Gold,Food,M,141932
4042,"Ahmedabad, India",5-May-15,Gold,Food,M,138110
4043,"Bengaluru, India",12-Feb-14,Gold,Fuel,M,206938
4044,"Greater Mumbai, India",21-Sep-14,Gold,Bills,M,173793
4045,"Greater Mumbai, India",3-Jul-14,Signature,Bills,M,20426
4046,"Ahmedabad, India",9-Feb-14,Silver,Food,F,240271
4047,"Greater Mumbai, India",30-May-14,Signature,Fuel,F,39619
4048,"Bengaluru, India",16-Aug-14,Silver,Fuel,M,50043
4049,"Ahmedabad, India",21-Oct-14,Signature,Bills,F,215025
4050,"Bengaluru, India",16-Aug-14,Signature,Fuel,M,203809
4051,"Delhi, India",16-Dec-14,Gold,Fuel,F,144616
4052,"Delhi, India",12-Mar-15,Signature,Food,F,292791
4053,"Ahmedabad, India",1-Aug-14,Platinum,Fuel,M,227665
4054,"Bengaluru, India",7-Feb-15,Signature,Grocery,F,157602
4055,"Ahmedabad, India",21-Jan-14,Gold,Food,M,20723
4056,"Bengaluru, India",26-Apr-14,Signature,Grocery,F,276218
4057,"Delhi, India",11-Dec-14,Signature,Grocery,F,285323
4058,"Bengaluru, India",27-Jul-14,Platinum,Fuel,M,295733
4059,"Bengaluru, India",23-Aug-14,Platinum,Food,M,291844
4060,"Greater Mumbai, India",23-Sep-14,Platinum,Grocery,F,293021
4061,"Delhi, India",5-Dec-13,Silver,Entertainment,F,136898
4062,"Bengaluru, India",26-Sep-14,Platinum,Food,M,20910
4063,"Ahmedabad, India",25-Apr-14,Gold,Fuel,F,293462
4064,"Bengaluru, India",23-Apr-15,Silver,Entertainment,F,88510
4065,"Delhi, India",12-Nov-14,Platinum,Fuel,M,285707
4066,"Bengaluru, India",30-Jan-15,Platinum,Bills,M,73220
4067,"Ahmedabad, India",29-Dec-13,Gold,Bills,M,125001
4068,"Ahmedabad, India",27-Aug-14,Silver,Fuel,M,247200
4069,"Delhi, India",7-Feb-15,Gold,Entertainment,M,114547
4070,"Ahmedabad, India",26-Jan-15,Gold,Fuel,M,292488
4071,"Greater Mumbai, India",9-Jun-14,Gold,Fuel,M,27659
4072,"Greater Mumbai, India",28-Jan-14,Silver,Bills,M,129614
4073,"Delhi, India",12-May-14,Signature,Fuel,F,114333
4074,"Bengaluru, India",14-Dec-14,Signature,Fuel,F,47343
4075,"Greater Mumbai, India",11-Oct-14,Gold,Fuel,F,229813
4076,"Ahmedabad, India",30-Jan-14,Gold,Bills,F,6144
4077,"Delhi, India",26-Feb-14,Silver,Food,M,28970
4078,"Ahmedabad, India",18-Mar-15,Signature,Grocery,F,155813
4079,"Ahmedabad, India",16-Mar-14,Signature,Bills,M,115408
4080,"Greater Mumbai, India",20-Sep-14,Platinum,Bills,F,125785
4081,"Delhi, India",7-Feb-15,Platinum,Food,F,204715
4082,"Greater Mumbai, India",9-Aug-14,Signature,Bills,M,221673
4083,"Ahmedabad, India",27-Jul-14,Silver,Bills,M,172333
4084,"Bengaluru, India",16-Dec-14,Platinum,Bills,F,299969
4085,"Bengaluru, India",18-Mar-15,Silver,Entertainment,F,36040
4086,"Ahmedabad, India",17-Oct-14,Platinum,Bills,M,259541
4087,"Bengaluru, India",9-Apr-14,Gold,Food,F,284892
4088,"Ahmedabad, India",17-Dec-13,Silver,Fuel,M,135177
4089,"Ahmedabad, India",13-Jul-14,Gold,Fuel,F,59198
4090,"Ahmedabad, India",26-Apr-14,Gold,Fuel,M,219063
4091,"Ahmedabad, India",19-Feb-14,Platinum,Bills,M,110893
4092,"Bengaluru, India",14-Nov-14,Signature,Entertainment,M,243580
4093,"Greater Mumbai, India",14-May-15,Platinum,Food,F,35445
4094,"Delhi, India",24-Mar-14,Platinum,Grocery,M,137872
4095,"Bengaluru, India",24-Jan-15,Silver,Grocery,F,269409
4096,"Delhi, India",21-Apr-14,Gold,Fuel,F,218258
4097,"Delhi, India",2-Nov-13,Signature,Entertainment,M,86166
4098,"Greater Mumbai, India",25-Apr-15,Silver,Food,M,6786
4099,"Greater Mumbai, India",22-May-14,Gold,Entertainment,F,92873
4100,"Delhi, India",17-Oct-14,Silver,Grocery,M,115936
4101,"Delhi, India",20-Jan-15,Platinum,Food,M,214543
4102,"Bengaluru, India",7-Mar-15,Signature,Fuel,M,292222
4103,"Ahmedabad, India",1-Sep-14,Platinum,Fuel,M,29328
4104,"Ahmedabad, India",4-Oct-13,Silver,Entertainment,M,296021
4105,"Greater Mumbai, India",11-Feb-14,Platinum,Fuel,M,84036
4106,"Ahmedabad, India",12-Oct-13,Signature,Fuel,F,196562
4107,"Delhi, India",27-Aug-14,Gold,Grocery,M,159088
4108,"Bengaluru, India",23-Oct-13,Gold,Fuel,M,170921
4109,"Bengaluru, India",24-Apr-14,Gold,Food,F,250560
4110,"Greater Mumbai, India",25-Jun-14,Gold,Entertainment,M,120262
4111,"Greater Mumbai, India",18-Nov-14,Silver,Grocery,M,20000
4112,"Greater Mumbai, India",5-Jun-14,Signature,Grocery,F,166341
4113,"Greater Mumbai, India",27-Apr-15,Gold,Fuel,F,201137
4114,"Bengaluru, India",28-May-14,Silver,Entertainment,M,101337
4115,"Bengaluru, India",28-Mar-14,Silver,Entertainment,F,141427
4116,"Ahmedabad, India",2-Feb-14,Platinum,Fuel,F,277563
4117,"Bengaluru, India",4-May-15,Signature,Food,F,38144
4118,"Greater Mumbai, India",24-Feb-15,Gold,Entertainment,F,59033
4119,"Bengaluru, India",6-Dec-14,Gold,Fuel,M,34697
4120,"Greater Mumbai, India",3-Feb-15,Silver,Entertainment,F,114397
4121,"Bengaluru, India",21-Dec-14,Gold,Fuel,M,266951
4122,"Delhi, India",25-May-14,Silver,Fuel,F,208922
4123,"Ahmedabad, India",13-Jun-14,Platinum,Grocery,F,273929
4124,"Greater Mumbai, India",6-Mar-14,Platinum,Food,F,289946
4125,"Greater Mumbai, India",13-May-15,Signature,Fuel,M,45926
4126,"Ahmedabad, India",10-Apr-15,Platinum,Entertainment,F,217602
4127,"Delhi, India",24-Jun-14,Signature,Food,M,270683
4128,"Bengaluru, India",6-May-14,Silver,Food,F,92235
4129,"Delhi, India",1-Dec-14,Signature,Bills,F,274376
4130,"Bengaluru, India",15-May-15,Gold,Fuel,M,182351
4131,"Greater Mumbai, India",6-Apr-15,Signature,Food,F,43181
4132,"Bengaluru, India",27-Apr-15,Silver,Food,F,199911
4133,"Greater Mumbai, India",7-Feb-14,Gold,Bills,M,115458
4134,"Bengaluru, India",9-Oct-14,Silver,Bills,M,199109
4135,"Ahmedabad, India",11-May-15,Platinum,Entertainment,F,268697
4136,"Bengaluru, India",30-Mar-14,Platinum,Bills,F,159494
4137,"Ahmedabad, India",29-Oct-13,Silver,Food,M,272194
4138,"Delhi, India",5-May-15,Silver,Bills,F,188144
4139,"Delhi, India",12-Nov-14,Signature,Bills,F,105512
4140,"Greater Mumbai, India",2-Jul-14,Silver,Grocery,F,172487
4141,"Ahmedabad, India",3-Apr-14,Gold,Entertainment,F,288440
4142,"Greater Mumbai, India",4-Sep-14,Gold,Food,F,212419
4143,"Delhi, India",23-May-15,Gold,Bills,M,81082
4144,"Ahmedabad, India",12-Nov-13,Platinum,Food,M,298215
4145,"Bengaluru, India",18-May-14,Silver,Food,F,42422
4146,"Bengaluru, India",18-Nov-13,Signature,Food,F,35451
4147,"Bengaluru, India",19-Aug-14,Silver,Fuel,F,222804
4148,"Delhi, India",17-Jul-14,Signature,Entertainment,F,222064
4149,"Greater Mumbai, India",5-Feb-14,Gold,Fuel,F,184287
4150,"Greater Mumbai, India",18-Nov-13,Gold,Bills,M,14480
4151,"Ahmedabad, India",26-May-15,Silver,Grocery,M,210509
4152,"Delhi, India",29-Apr-14,Gold,Food,F,263779
4153,"Ahmedabad, India",6-Jun-14,Silver,Fuel,F,57599
4154,"Bengaluru, India",10-Sep-14,Gold,Food,F,52938
4155,"Bengaluru, India",2-May-15,Silver,Food,M,8550
4156,"Bengaluru, India",4-Aug-14,Platinum,Food,F,144684
4157,"Delhi, India",5-Nov-14,Gold,Food,F,126749
4158,"Ahmedabad, India",4-Jan-14,Silver,Grocery,M,33750
4159,"Ahmedabad, India",20-Aug-14,Platinum,Fuel,F,156789
4160,"Ahmedabad, India",22-Apr-15,Signature,Bills,F,56488
4161,"Delhi, India",3-May-15,Gold,Fuel,M,72632
4162,"Ahmedabad, India",27-Jun-14,Platinum,Bills,F,230864
4163,"Bengaluru, India",28-Nov-14,Gold,Bills,F,244527
4164,"Ahmedabad, India",29-Jul-14,Signature,Grocery,M,84127
4165,"Ahmedabad, India",28-Apr-15,Platinum,Bills,M,257106
4166,"Bengaluru, India",23-Dec-13,Gold,Entertainment,M,53807
4167,"Bengaluru, India",18-Feb-14,Platinum,Food,F,222983
4168,"Delhi, India",5-Aug-14,Gold,Bills,F,117773
4169,"Greater Mumbai, India",4-Feb-14,Gold,Bills,F,82228
4170,"Ahmedabad, India",6-Feb-15,Silver,Grocery,M,259217
4171,"Bengaluru, India",19-Jan-15,Gold,Grocery,F,111466
4172,"Delhi, India",21-Mar-14,Platinum,Fuel,M,72498
4173,"Greater Mumbai, India",15-Nov-13,Signature,Grocery,M,139208
4174,"Ahmedabad, India",4-Oct-14,Signature,Food,M,83065
4175,"Bengaluru, India",30-Apr-14,Gold,Grocery,F,199358
4176,"Delhi, India",16-May-15,Signature,Food,F,204733
4177,"Ahmedabad, India",22-Apr-14,Gold,Fuel,M,247108
4178,"Greater Mumbai, India",23-May-15,Platinum,Food,F,149391
4179,"Ahmedabad, India",11-Feb-14,Signature,Bills,F,44641
4180,"Bengaluru, India",15-Jul-14,Platinum,Food,F,74189
4181,"Delhi, India",16-Sep-14,Gold,Grocery,F,160321
4182,"Bengaluru, India",28-Oct-13,Gold,Grocery,M,85470
4183,"Delhi, India",22-Aug-14,Platinum,Bills,M,150388
4184,"Bengaluru, India",8-Jul-14,Platinum,Food,F,85455
4185,"Delhi, India",2-Jun-14,Signature,Fuel,M,44489
4186,"Delhi, India",2-Nov-14,Signature,Bills,M,143046
4187,"Ahmedabad, India",27-Dec-14,Silver,Bills,F,237244
4188,"Ahmedabad, India",6-Mar-15,Gold,Entertainment,F,17453
4189,"Delhi, India",7-Feb-14,Silver,Entertainment,F,11541
4190,"Delhi, India",22-Sep-14,Gold,Grocery,M,118773
4191,"Delhi, India",29-Dec-14,Silver,Grocery,M,40804
4192,"Ahmedabad, India",14-Nov-14,Platinum,Bills,F,110138
4193,"Bengaluru, India",9-May-15,Gold,Food,M,85018
4194,"Bengaluru, India",22-Nov-13,Signature,Entertainment,M,109896
4195,"Greater Mumbai, India",8-Jan-14,Gold,Entertainment,F,221768
4196,"Ahmedabad, India",1-Jun-14,Silver,Bills,M,226969
4197,"Delhi, India",5-Dec-13,Silver,Entertainment,F,278718
4198,"Greater Mumbai, India",19-Oct-13,Silver,Fuel,F,270760
4199,"Bengaluru, India",16-Aug-14,Gold,Grocery,M,15340
4200,"Delhi, India",7-Jan-14,Platinum,Grocery,F,226208
4201,"Delhi, India",7-Jan-14,Silver,Entertainment,M,166765
4202,"Bengaluru, India",20-Jan-14,Gold,Fuel,F,100160
4203,"Delhi, India",23-Feb-15,Silver,Food,F,96891
4204,"Ahmedabad, India",23-Aug-14,Platinum,Entertainment,F,290201
4205,"Greater Mumbai, India",30-Nov-14,Silver,Fuel,F,208597
4206,"Delhi, India",21-Jun-14,Platinum,Grocery,F,265567
4207,"Greater Mumbai, India",18-Aug-14,Silver,Entertainment,F,203407
4208,"Delhi, India",21-Oct-13,Signature,Food,F,143972
4209,"Bengaluru, India",29-Jul-14,Silver,Entertainment,M,5373
4210,"Delhi, India",24-Jan-15,Gold,Entertainment,F,59825
4211,"Delhi, India",13-Aug-14,Silver,Bills,F,136014
4212,"Ahmedabad, India",31-May-14,Silver,Fuel,F,177272
4213,"Greater Mumbai, India",25-May-14,Platinum,Entertainment,M,159020
4214,"Ahmedabad, India",1-Dec-14,Gold,Food,M,220797
4215,"Bengaluru, India",19-Apr-14,Signature,Grocery,F,232986
4216,"Delhi, India",13-Feb-15,Silver,Fuel,M,99901
4217,"Ahmedabad, India",28-Jul-14,Silver,Grocery,F,187319
4218,"Greater Mumbai, India",9-Dec-13,Silver,Bills,F,34856
4219,"Ahmedabad, India",25-May-14,Gold,Entertainment,F,53784
4220,"Greater Mumbai, India",27-Feb-14,Silver,Grocery,M,87432
4221,"Greater Mumbai, India",10-Oct-13,Silver,Fuel,F,244726
4222,"Delhi, India",25-Feb-15,Gold,Grocery,M,180879
4223,"Ahmedabad, India",25-May-15,Gold,Food,M,143599
4224,"Ahmedabad, India",1-May-14,Silver,Fuel,F,140813
4225,"Greater Mumbai, India",17-May-15,Silver,Food,F,105753
4226,"Ahmedabad, India",22-Dec-13,Silver,Fuel,M,57121
4227,"Bengaluru, India",25-Apr-14,Silver,Entertainment,M,135281
4228,"Ahmedabad, India",24-Apr-14,Platinum,Entertainment,M,239899
4229,"Bengaluru, India",29-Jan-15,Platinum,Fuel,F,239058
4230,"Ahmedabad, India",30-Dec-13,Gold,Bills,M,178834
4231,"Greater Mumbai, India",15-Mar-15,Gold,Bills,M,223002
4232,"Bengaluru, India",12-May-15,Signature,Grocery,F,190420
4233,"Delhi, India",8-Oct-14,Gold,Entertainment,F,170075
4234,"Bengaluru, India",21-Apr-14,Signature,Fuel,M,116024
4235,"Delhi, India",14-Mar-14,Gold,Food,F,206341
4236,"Greater Mumbai, India",12-Mar-14,Gold,Fuel,F,244904
4237,"Bengaluru, India",5-Jun-14,Platinum,Grocery,M,75550
4238,"Delhi, India",26-Feb-15,Silver,Grocery,F,291926
4239,"Ahmedabad, India",27-May-14,Gold,Food,F,251297
4240,"Greater Mumbai, India",9-Mar-15,Silver,Entertainment,M,150453
4241,"Bengaluru, India",21-Aug-14,Platinum,Entertainment,F,121630
4242,"Delhi, India",11-Oct-13,Gold,Food,F,49153
4243,"Ahmedabad, India",17-Feb-15,Silver,Grocery,F,25547
4244,"Delhi, India",25-Oct-13,Silver,Grocery,M,247715
4245,"Delhi, India",12-Mar-15,Gold,Food,M,283925
4246,"Delhi, India",12-May-14,Signature,Food,F,281324
4247,"Ahmedabad, India",7-Oct-14,Gold,Food,F,172369
4248,"Bengaluru, India",27-Nov-13,Platinum,Entertainment,M,6969
4249,"Greater Mumbai, India",9-Aug-14,Signature,Grocery,M,107396
4250,"Bengaluru, India",7-Oct-14,Signature,Bills,M,298247
4251,"Ahmedabad, India",28-Dec-14,Platinum,Grocery,F,232599
4252,"Bengaluru, India",14-Mar-15,Silver,Food,M,266944
4253,"Ahmedabad, India",10-Nov-13,Platinum,Fuel,F,55968
4254,"Ahmedabad, India",27-May-14,Gold,Food,F,3832
4255,"Bengaluru, India",14-Dec-13,Silver,Grocery,M,231483
4256,"Bengaluru, India",23-Mar-14,Gold,Food,F,102706
4257,"Greater Mumbai, India",18-Jun-14,Gold,Grocery,F,272277
4258,"Bengaluru, India",10-Nov-13,Platinum,Food,M,3769
4259,"Greater Mumbai, India",15-Apr-14,Platinum,Bills,M,67673
4260,"Ahmedabad, India",24-May-14,Platinum,Bills,M,148125
4261,"Bengaluru, India",27-Nov-14,Signature,Grocery,F,229442
4262,"Greater Mumbai, India",15-May-15,Signature,Fuel,M,106585
4263,"Delhi, India",18-Feb-14,Silver,Fuel,M,208933
4264,"Bengaluru, India",7-May-14,Signature,Bills,M,94789
4265,"Ahmedabad, India",18-Feb-15,Signature,Fuel,F,105041
4266,"Bengaluru, India",28-Jan-14,Platinum,Grocery,M,115229
4267,"Greater Mumbai, India",28-Mar-14,Gold,Bills,F,111084
4268,"Delhi, India",1-Mar-15,Signature,Fuel,M,251018
4269,"Bengaluru, India",16-Jan-15,Gold,Bills,F,233507
4270,"Delhi, India",7-Feb-14,Signature,Grocery,M,175241
4271,"Bengaluru, India",13-Oct-13,Silver,Bills,F,80459
4272,"Delhi, India",22-Apr-14,Signature,Entertainment,F,205139
4273,"Ahmedabad, India",8-Apr-14,Silver,Food,F,163989
4274,"Greater Mumbai, India",18-Apr-14,Signature,Bills,F,69214
4275,"Greater Mumbai, India",20-Nov-14,Silver,Food,F,5569
4276,"Ahmedabad, India",23-Jun-14,Signature,Bills,F,157162
4277,"Delhi, India",8-Apr-14,Platinum,Entertainment,F,169250
4278,"Greater Mumbai, India",5-Jan-15,Silver,Grocery,F,287463
4279,"Greater Mumbai, India",10-Jan-14,Gold,Entertainment,F,220933
4280,"Bengaluru, India",26-May-15,Platinum,Grocery,M,16981
4281,"Delhi, India",16-Feb-15,Silver,Food,M,65058
4282,"Bengaluru, India",26-Sep-14,Silver,Bills,F,180351
4283,"Delhi, India",31-Mar-14,Platinum,Fuel,M,73029
4284,"Delhi, India",11-Feb-15,Platinum,Grocery,F,176845
4285,"Greater Mumbai, India",3-May-15,Platinum,Bills,M,189254
4286,"Greater Mumbai, India",20-Jan-14,Silver,Grocery,F,24818
4287,"Delhi, India",19-Jan-15,Gold,Food,M,103265
4288,"Greater Mumbai, India",30-Apr-14,Gold,Grocery,M,92870
4289,"Delhi, India",20-Nov-13,Gold,Bills,M,96736
4290,"Delhi, India",18-May-15,Signature,Fuel,M,1678
4291,"Delhi, India",25-Mar-15,Signature,Food,F,82236
4292,"Greater Mumbai, India",20-Oct-13,Silver,Fuel,F,267884
4293,"Greater Mumbai, India",27-Mar-14,Silver,Entertainment,M,181120
4294,"Bengaluru, India",10-Oct-14,Signature,Entertainment,M,52713
4295,"Delhi, India",8-May-14,Gold,Bills,F,108664
4296,"Delhi, India",6-Jan-15,Gold,Bills,F,212667
4297,"Greater Mumbai, India",25-May-14,Silver,Fuel,F,120871
4298,"Greater Mumbai, India",2-Jan-14,Signature,Fuel,F,204052
4299,"Greater Mumbai, India",22-Jan-15,Gold,Grocery,F,121304
4300,"Greater Mumbai, India",30-Oct-13,Platinum,Bills,M,292254
4301,"Ahmedabad, India",19-Mar-14,Platinum,Entertainment,M,153381
4302,"Bengaluru, India",13-Nov-13,Platinum,Entertainment,M,135802
4303,"Bengaluru, India",26-Jan-14,Silver,Fuel,M,166095
4304,"Bengaluru, India",18-Apr-15,Silver,Entertainment,F,229171
4305,"Bengaluru, India",1-Apr-14,Platinum,Bills,F,174903
4306,"Delhi, India",17-Feb-15,Platinum,Grocery,M,271025
4307,"Bengaluru, India",25-May-14,Silver,Fuel,M,97640
4308,"Bengaluru, India",4-Jul-14,Platinum,Fuel,F,15705
4309,"Bengaluru, India",5-Feb-15,Gold,Fuel,M,11843
4310,"Greater Mumbai, India",13-May-15,Silver,Fuel,F,185757
4311,"Ahmedabad, India",27-Mar-15,Silver,Grocery,M,114368
4312,"Delhi, India",18-Feb-15,Signature,Food,M,122640
4313,"Bengaluru, India",17-Jun-14,Silver,Food,M,66140
4314,"Ahmedabad, India",13-Nov-14,Gold,Entertainment,F,229405
4315,"Ahmedabad, India",29-Nov-14,Platinum,Bills,F,138144
4316,"Delhi, India",6-May-15,Silver,Bills,M,19898
4317,"Bengaluru, India",6-Nov-14,Signature,Food,M,173112
4318,"Ahmedabad, India",17-Oct-14,Signature,Grocery,M,230915
4319,"Greater Mumbai, India",7-May-15,Silver,Fuel,F,249834
4320,"Bengaluru, India",10-Oct-14,Gold,Fuel,F,59467
4321,"Greater Mumbai, India",11-Feb-15,Silver,Food,F,95693
4322,"Delhi, India",3-Jun-14,Signature,Fuel,M,286502
4323,"Greater Mumbai, India",12-Feb-14,Gold,Bills,F,270441
4324,"Bengaluru, India",7-Apr-15,Platinum,Food,M,142744
4325,"Greater Mumbai, India",20-Oct-13,Silver,Entertainment,F,214937
4326,"Ahmedabad, India",18-Feb-15,Silver,Fuel,M,290774
4327,"Ahmedabad, India",18-Feb-15,Gold,Fuel,M,148893
4328,"Bengaluru, India",17-Oct-13,Platinum,Entertainment,F,249888
4329,"Delhi, India",15-Nov-13,Gold,Food,M,120278
4330,"Bengaluru, India",15-Jun-14,Gold,Grocery,M,103135
4331,"Ahmedabad, India",23-Dec-13,Platinum,Entertainment,F,61507
4332,"Bengaluru, India",26-Nov-13,Signature,Entertainment,M,173357
4333,"Delhi, India",18-Aug-14,Silver,Bills,M,195173
4334,"Ahmedabad, India",7-Oct-13,Platinum,Food,F,130267
4335,"Greater Mumbai, India",3-Jul-14,Gold,Bills,M,186454
